bio_sample_ID,suggested_correct_seq_sample_ID,corrected_forward_fq,amplicon.x,sample_type,TYPE,YEAR,sample_date,density,cultivar,fertiliser,spray_fungicide,block,subplot,ID_on_field,run_ID,S5_index_ID,lib_plate_number,crushed_or_washed_date,lyophilised_date,PCR1_date,PCR2_date,days_between_DNA_x,DNA_ext_date,plate_position,lib_DNA_conc,DNA_conc_plate,DNA_conc_individual,sample_weight,sample,raw_reads,amplicon.y,seq_run,filtered_reads,ASV_reads,location,ddmmyy,amplicon,type,aphid,plot,seq_control_run,lib_control_type,replicate,date,lost_filtering,lost_denoising,lost_total,lost_filtering_pct,lost_denoising_pct,lost_total_pct,pass_filter,purpose,sample_day_of_the_year,library,fertiliser_wrong,ID_on_field.1,lib_date,Days_between_DNA_x,speedvac_DNA_conc_individual,sample_weight_g
2818,H-200622-w-23-3,H-200622-ITS-w-23-3,H-200622-ITS-w-23-3_S61_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,yes,,,B7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,9A,22.5386360617848,0.024087477,,,H-200622-ITS-w-23-3_S61,37046,ITS,seq231206_RISO2,37046,30740,H,200622,ITS,w,,23,,,3,2022-06-20,0,6306,6306,0,17.0220806564811,17.0220806564811,yes,sample,170,seq231206_RISO2_7,,,,,,
2819,H-200622-w-23-2,H-200622-ITS-w-23-2,H-200622-ITS-w-23-2_S60_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,yes,,,B7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,8H,25.7437553142984,0.188137588310689,,,H-200622-ITS-w-23-2_S60,36877,ITS,seq231206_RISO2,36877,29602,H,200622,ITS,w,,23,,,2,2022-06-20,0,7275,7275,0,19.7277435800092,19.7277435800092,yes,sample,170,seq231206_RISO2_7,,,,,,
2820,H-200622-w-22-7,H-200622-ITS-w-22-7,H-200622-ITS-w-22-7_S58_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,8F,13.5338287183658,0.000920939,,,H-200622-ITS-w-22-7_S58,35440,ITS,seq231206_RISO2,35440,26171,H,200622,ITS,w,,22,,,7,2022-06-20,0,9269,9269,0,26.1540632054176,26.1540632054176,yes,sample,170,seq231206_RISO2_7,,,,,,
2821,H-200622-w-22-6,H-200622-ITS-w-22-6,H-200622-ITS-w-22-6_S57_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,8E,17.3694890468973,0.019574428,,,H-200622-ITS-w-22-6_S57,36868,ITS,seq231206_RISO2,36868,30095,H,200622,ITS,w,,22,,,6,2022-06-20,0,6773,6773,0,18.3709449929478,18.3709449929478,yes,sample,170,seq231206_RISO2_7,,,,,,
2822,H-200622-w-22-5,H-200622-ITS-w-22-5,H-200622-ITS-w-22-5_S56_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,8D,25.7353072058121,0.075181718,,,H-200622-ITS-w-22-5_S56,27270,ITS,seq231206_RISO2,27270,21694,H,200622,ITS,w,,22,,,5,2022-06-20,0,5576,5576,0,20.4473780711404,20.4473780711404,yes,sample,170,seq231206_RISO2_7,,,,,,
2823,H-200622-w-22-4,H-200622-ITS-w-22-4,H-200622-ITS-w-22-4_S55_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,8C,17.643169423598,0.006844456,,,H-200622-ITS-w-22-4_S55,41402,ITS,seq231206_RISO2,41402,33237,H,200622,ITS,w,,22,,,4,2022-06-20,0,8165,8165,0,19.7212695038887,19.7212695038887,yes,sample,170,seq231206_RISO2_7,,,,,,
2824,H-200622-w-22-2,H-200622-ITS-w-22-2,H-200622-ITS-w-22-2_S53_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,8A,30.1379355670844,0.502911017159421,,,H-200622-ITS-w-22-2_S53,31493,ITS,seq231206_RISO2,31493,24805,H,200622,ITS,w,,22,,,2,2022-06-20,0,6688,6688,0,21.2364652462452,21.2364652462452,yes,sample,170,seq231206_RISO2_7,,,,,,
2825,H-200622-w-22-1,H-200622-ITS-w-22-1,H-200622-ITS-w-22-1_S52_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7H,22.4934927657081,0.003820109,,,H-200622-ITS-w-22-1_S52,41644,ITS,seq231206_RISO2,41644,33203,H,200622,ITS,w,,22,,,1,2022-06-20,0,8441,8441,0,20.269426568053,20.269426568053,yes,sample,170,seq231206_RISO2_7,,,,,,
2826,H-200622-w-20-1,H-200622-ITS-w-20-1,H-200622-ITS-w-20-1_S38_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,7,2023-06-08,,2023-08-22,2023-08-28,32,2023-07-10,6B,20.0821670972874,0.010637741,,,H-200622-ITS-w-20-1_S38,33858,ITS,seq231206_RISO2,33858,27933,H,200622,ITS,w,,20,,,1,2022-06-20,0,5925,5925,0,17.4995569732412,17.4995569732412,yes,sample,170,seq231206_RISO2_7,,,,,,
2827,H-200622-w-20-2,H-200622-ITS-w-20-2,H-200622-ITS-w-20-2_S39_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,7,2023-06-08,,2023-08-22,2023-08-28,15,2023-06-23,6C,24.8931115739086,0.130219009167815,,,H-200622-ITS-w-20-2_S39,30245,ITS,seq231206_RISO2,30245,23757,H,200622,ITS,w,,20,,,2,2022-06-20,0,6488,6488,0,21.4514795834022,21.4514795834022,yes,sample,170,seq231206_RISO2_7,,,,,,
2828,H-200622-w-20-3,H-200622-ITS-w-20-3,H-200622-ITS-w-20-3_S40_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,7,2023-06-08,,2023-08-22,2023-08-28,15,2023-06-23,6D,7.66326962336771,0.001667526,,,H-200622-ITS-w-20-3_S40,30073,ITS,seq231206_RISO2,30073,23848,H,200622,ITS,w,,20,,,3,2022-06-20,0,6225,6225,0,20.6996308981478,20.6996308981478,yes,sample,170,seq231206_RISO2_7,,,,,,
2829,H-200622-w-20-4,H-200622-ITS-w-20-4,H-200622-ITS-w-20-4_S41_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,7,2023-06-08,,2023-08-22,2023-08-28,15,2023-06-23,6E,24.2923511072225,0.081983703,,,H-200622-ITS-w-20-4_S41,33360,ITS,seq231206_RISO2,33360,26688,H,200622,ITS,w,,20,,,4,2022-06-20,0,6672,6672,0,20,20,yes,sample,170,seq231206_RISO2_7,,,,,,
2830,H-200622-w-20-5,H-200622-ITS-w-20-5,H-200622-ITS-w-20-5_S42_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,14,2023-06-23,6F,25.0458073694343,0.027261587,,,H-200622-ITS-w-20-5_S42,33049,ITS,seq231206_RISO2,33049,27218,H,200622,ITS,w,,20,,,5,2022-06-20,0,5831,5831,0,17.6434990468698,17.6434990468698,yes,sample,170,seq231206_RISO2_7,,,,,,
2831,H-200622-w-20-6,H-200622-ITS-w-20-6,H-200622-ITS-w-20-6_S43_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,14,2023-06-23,6G,24.2381846288241,0.663664077158608,,,H-200622-ITS-w-20-6_S43,37303,ITS,seq231206_RISO2,37303,31315,H,200622,ITS,w,,20,,,6,2022-06-20,0,5988,5988,0,16.0523282309734,16.0523282309734,yes,sample,170,seq231206_RISO2_7,,,,,,
2832,H-200622-w-20-7,H-200622-ITS-w-20-7,H-200622-ITS-w-20-7_S44_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,14,2023-06-23,6H,23.6197474878173,0.034828041,,,H-200622-ITS-w-20-7_S44,36329,ITS,seq231206_RISO2,36329,29390,H,200622,ITS,w,,20,,,7,2022-06-20,0,6939,6939,0,19.1004431721214,19.1004431721214,yes,sample,170,seq231206_RISO2_7,,,,,,
2833,H-200622-w-21-2,H-200622-ITS-w-21-2,H-200622-ITS-w-21-2_S46_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7B,26.1006023213814,0.170013863263782,,,H-200622-ITS-w-21-2_S46,37952,ITS,seq231206_RISO2,37952,29699,H,200622,ITS,w,,21,,,2,2022-06-20,0,8253,8253,0,21.745889544688,21.745889544688,yes,sample,170,seq231206_RISO2_7,,,,,,
2834,H-200622-w-21-3,H-200622-ITS-w-21-3,H-200622-ITS-w-21-3_S47_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7C,27.7371666112131,0.534766123923541,,,H-200622-ITS-w-21-3_S47,35742,ITS,seq231206_RISO2,35742,27932,H,200622,ITS,w,,21,,,3,2022-06-20,0,7810,7810,0,21.851043590174,21.851043590174,yes,sample,170,seq231206_RISO2_7,,,,,,
2835,H-200622-w-21-4,H-200622-ITS-w-21-4,H-200622-ITS-w-21-4_S48_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7D,26.4228901294053,0.251056509452815,,,H-200622-ITS-w-21-4_S48,38660,ITS,seq231206_RISO2,38660,29915,H,200622,ITS,w,,21,,,4,2022-06-20,0,8745,8745,0,22.6202793585101,22.6202793585101,yes,sample,170,seq231206_RISO2_7,,,,,,
2836,H-200622-w-21-5,H-200622-ITS-w-21-5,H-200622-ITS-w-21-5_S49_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7E,26.1582192427921,0.186016298834922,,,H-200622-ITS-w-21-5_S49,39461,ITS,seq231206_RISO2,39461,30300,H,200622,ITS,w,,21,,,5,2022-06-20,0,9161,9161,0,23.2153265249233,23.2153265249233,yes,sample,170,seq231206_RISO2_7,,,,,,
2837,H-200622-w-21-6,H-200622-ITS-w-21-6,H-200622-ITS-w-21-6_S50_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7F,23.5890221143274,0.333339741162449,,,H-200622-ITS-w-21-6_S50,34506,ITS,seq231206_RISO2,34506,26598,H,200622,ITS,w,,21,,,6,2022-06-20,0,7908,7908,0,22.9177534341854,22.9177534341854,yes,sample,170,seq231206_RISO2_7,,,,,,
2838,H-200622-w-21-7,H-200622-ITS-w-21-7,H-200622-ITS-w-21-7_S51_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7G,26.4259571898606,0.111999166684176,,,H-200622-ITS-w-21-7_S51,45860,ITS,seq231206_RISO2,45860,36862,H,200622,ITS,w,,21,,,7,2022-06-20,0,8998,8998,0,19.6205843872656,19.6205843872656,yes,sample,170,seq231206_RISO2_7,,,,,,
2839,H-200622-w-21-1,H-200622-ITS-w-21-1,H-200622-ITS-w-21-1_S45_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,7,2023-06-09,,2023-08-22,2023-08-28,17,2023-06-26,7A,26.3760216118224,0.071357138,,,H-200622-ITS-w-21-1_S45,37134,ITS,seq231206_RISO2,37134,29705,H,200622,ITS,w,,21,,,1,2022-06-20,0,7429,7429,0,20.005924489686,20.005924489686,yes,sample,170,seq231206_RISO2_7,,,,,,
2840,A-230622-w-3-5,A-230622-ITS-w-3-5,A-230622-ITS-w-3-5_S93_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3C,15.2722610180487,0.007,,,A-230622-ITS-w-3-5_S93,38032,ITS,seq231206_RISO2,38032,31817,A,230622,ITS,w,,3,,,5,2022-06-23,0,6215,6215,0,16.3415018931426,16.3415018931426,yes,sample,173,seq231206_RISO2_8,,,,,,
2841,A-230622-w-3-6,A-230622-ITS-w-3-6,A-230622-ITS-w-3-6_S94_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3D,26.9209374377346,0.899,,,A-230622-ITS-w-3-6_S94,41184,ITS,seq231206_RISO2,41184,32294,A,230622,ITS,w,,3,,,6,2022-06-23,0,8890,8890,0,21.5860528360528,21.5860528360528,yes,sample,173,seq231206_RISO2_8,,,,,,
2842,A-230622-w-3-7,A-230622-ITS-w-3-7,A-230622-ITS-w-3-7_S95_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3E,28.4107402443174,0.194,,,A-230622-ITS-w-3-7_S95,40438,ITS,seq231206_RISO2,40438,32386,A,230622,ITS,w,,3,,,7,2022-06-23,0,8052,8052,0,19.9119639942628,19.9119639942628,yes,sample,173,seq231206_RISO2_8,,,,,,
2843,A-230622-w-4-1,A-230622-ITS-w-4-1,A-230622-ITS-w-4-1_S96_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3F,29.730761724262,0.096,,,A-230622-ITS-w-4-1_S96,38185,ITS,seq231206_RISO2,38185,31041,A,230622,ITS,w,,4,,,1,2022-06-23,0,7144,7144,0,18.70891711405,18.70891711405,yes,sample,173,seq231206_RISO2_8,,,,,,
2844,A-230622-w-4-2,A-230622-ITS-w-4-2,A-230622-ITS-w-4-2_S97_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3G,28.6579545498335,0.124,,,A-230622-ITS-w-4-2_S97,40388,ITS,seq231206_RISO2,40388,32392,A,230622,ITS,w,,4,,,2,2022-06-23,0,7996,7996,0,19.7979597900366,19.7979597900366,yes,sample,173,seq231206_RISO2_8,,,,,,
2845,A-230622-w-4-3,A-230622-ITS-w-4-3,A-230622-ITS-w-4-3_S98_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3H,33.0606064933537,0.12,,,A-230622-ITS-w-4-3_S98,45441,ITS,seq231206_RISO2,45441,35215,A,230622,ITS,w,,4,,,3,2022-06-23,0,10226,10226,0,22.5039061640369,22.5039061640369,yes,sample,173,seq231206_RISO2_8,,,,,,
2846,A-230622-w-3-4,A-230622-ITS-w-3-4,A-230622-ITS-w-3-4_S92_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3B,24.9971155308659,0.114,,,A-230622-ITS-w-3-4_S92,26023,ITS,seq231206_RISO2,26023,20489,A,230622,ITS,w,,3,,,4,2022-06-23,0,5534,5534,0,21.2658033278254,21.2658033278254,yes,sample,173,seq231206_RISO2_8,,,,,,
2847,A-230622-w-4-4,A-230622-ITS-w-4-4,A-230622-ITS-w-4-4_S99_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,4A,28.409470851221,0.418,,,A-230622-ITS-w-4-4_S99,37893,ITS,seq231206_RISO2,37893,29787,A,230622,ITS,w,,4,,,4,2022-06-23,0,8106,8106,0,21.3918137914654,21.3918137914654,yes,sample,173,seq231206_RISO2_8,,,,,,
2848,A-230622-w-4-6,A-230622-ITS-w-4-6,A-230622-ITS-w-4-6_S101_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,8,2023-07-21,,2023-08-23,2023-08-29,5,2023-07-26,4C,29.6722563031601,0.215,,,A-230622-ITS-w-4-6_S101,40271,ITS,seq231206_RISO2,40271,32038,A,230622,ITS,w,,4,,,6,2022-06-23,0,8233,8233,0,20.4439919545082,20.4439919545082,yes,sample,173,seq231206_RISO2_8,,,,,,
2849,A-230622-w-4-7,A-230622-ITS-w-4-7,A-230622-ITS-w-4-7_S102_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,8,2023-07-21,,2023-08-23,2023-08-29,5,2023-07-26,4D,27.6552700101121,0.675,,,A-230622-ITS-w-4-7_S102,42503,ITS,seq231206_RISO2,42503,32599,A,230622,ITS,w,,4,,,7,2022-06-23,0,9904,9904,0,23.3018845728537,23.3018845728537,yes,sample,173,seq231206_RISO2_8,,,,,,
2850,A-230622-w-5-1,A-230622-ITS-w-5-1,A-230622-ITS-w-5-1_S103_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,yes,,,B5,seq231206_RISO2,,8,2023-07-21,,2023-08-23,2023-08-29,5,2023-07-26,4E,28.7838738114457,0.373,,,A-230622-ITS-w-5-1_S103,42768,ITS,seq231206_RISO2,42768,34305,A,230622,ITS,w,,5,,,1,2022-06-23,0,8463,8463,0,19.7881593714927,19.7881593714927,yes,sample,173,seq231206_RISO2_8,,,,,,
2851,A-230622-w-5-2,A-230622-ITS-w-5-2,A-230622-ITS-w-5-2_S104_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,yes,,,B5,seq231206_RISO2,,8,2023-07-21,,2023-08-23,2023-08-29,5,2023-07-26,4F,25.45974131,0.007,,,A-230622-ITS-w-5-2_S104,28279,ITS,seq231206_RISO2,28279,23342,A,230622,ITS,w,,5,,,2,2022-06-23,0,4937,4937,0,17.4581845185473,17.4581845185473,yes,sample,173,seq231206_RISO2_8,,,,,,
2852,A-230622-w-5-3,A-230622-ITS-w-5-3,A-230622-ITS-w-5-3_S105_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,yes,,,B5,seq231206_RISO2,,8,2023-07-21,,2023-08-23,2023-08-29,5,2023-07-26,4G,22.6397505461224,0.013,,,A-230622-ITS-w-5-3_S105,39527,ITS,seq231206_RISO2,39527,32543,A,230622,ITS,w,,5,,,3,2022-06-23,0,6984,6984,0,17.6689351582463,17.6689351582463,yes,sample,173,seq231206_RISO2_8,,,,,,
2853,A-230622-w-5-4,A-230622-ITS-w-5-4,A-230622-ITS-w-5-4_S106_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,yes,,,B5,seq231206_RISO2,,8,2023-07-21,,2023-08-23,2023-08-29,5,2023-07-26,4H,29.4355371584228,0.19,,,A-230622-ITS-w-5-4_S106,32030,ITS,seq231206_RISO2,32030,24100,A,230622,ITS,w,,5,,,4,2022-06-23,0,7930,7930,0,24.7580393381205,24.7580393381205,yes,sample,173,seq231206_RISO2_8,,,,,,
2854,A-230622-w-4-5,A-230622-ITS-w-4-5,A-230622-ITS-w-4-5_S100_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,yes,,,B16,seq231206_RISO2,,8,2023-07-21,,2023-08-23,2023-08-29,4,2023-07-25,4B,22.7410186471579,0.032,,,A-230622-ITS-w-4-5_S100,39486,ITS,seq231206_RISO2,39486,31799,A,230622,ITS,w,,4,,,5,2022-06-23,0,7687,7687,0,19.4676594235932,19.4676594235932,yes,sample,173,seq231206_RISO2_8,,,,,,
2855,H-200622-w-19-7,H-200622-ITS-w-19-7,H-200622-ITS-w-19-7_S37_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,7,2023-06-08,,2023-08-22,2023-08-28,15,2023-06-23,6A,26.3689153422853,0.143679920888644,,,H-200622-ITS-w-19-7_S37,34406,ITS,seq231206_RISO2,34406,27744,H,200622,ITS,w,,19,,,7,2022-06-20,0,6662,6662,0,19.3629018194501,19.3629018194501,yes,sample,170,seq231206_RISO2_7,,,,,,
2856,A-230622-w-3-3,A-230622-ITS-w-3-3,A-230622-ITS-w-3-3_S91_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,3A,17.9385305460181,0.006,,,A-230622-ITS-w-3-3_S91,33901,ITS,seq231206_RISO2,33901,28446,A,230622,ITS,w,,3,,,3,2022-06-23,0,5455,5455,0,16.090970767824,16.090970767824,yes,sample,173,seq231206_RISO2_8,,,,,,
2857,A-230622-w-3-1,A-230622-ITS-w-3-1,A-230622-ITS-w-3-1_S89_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,2G,19.5017881441858,0.03,,,A-230622-ITS-w-3-1_S89,41808,ITS,seq231206_RISO2,41808,34814,A,230622,ITS,w,,3,,,1,2022-06-23,0,6994,6994,0,16.728855721393,16.728855721393,yes,sample,173,seq231206_RISO2_8,,,,,,
2858,A-230622-w-1-1,A-230622-ITS-w-1-1,A-230622-ITS-w-1-1_S75_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,8,2023-07-11,,2023-08-23,2023-08-29,13,2023-07-24,1A,22.774408219139,0.037,,,A-230622-ITS-w-1-1_S75,42192,ITS,seq231206_RISO2,42192,33344,A,230622,ITS,w,,1,,,1,2022-06-23,0,8848,8848,0,20.9708001516875,20.9708001516875,yes,sample,173,seq231206_RISO2_8,,,,,,
2859,A-230622-w-1-2,A-230622-ITS-w-1-2,A-230622-ITS-w-1-2_S76_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,8,2023-07-11,,2023-08-23,2023-08-29,13,2023-07-24,1B,20.8960464525337,0.036,,,A-230622-ITS-w-1-2_S76,41418,ITS,seq231206_RISO2,41418,34189,A,230622,ITS,w,,1,,,2,2022-06-23,0,7229,7229,0,17.4537640639336,17.4537640639336,yes,sample,173,seq231206_RISO2_8,,,,,,
2860,A-230622-w-1-3,A-230622-ITS-w-1-3,A-230622-ITS-w-1-3_S77_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,8,2023-07-11,,2023-08-23,2023-08-29,14,2023-07-25,1C,22.9739182787392,0.025,,,A-230622-ITS-w-1-3_S77,43919,ITS,seq231206_RISO2,43919,36140,A,230622,ITS,w,,1,,,3,2022-06-23,0,7779,7779,0,17.7121519160272,17.7121519160272,yes,sample,173,seq231206_RISO2_8,,,,,,
2861,A-230622-w-1-4,A-230622-ITS-w-1-4,A-230622-ITS-w-1-4_S78_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,8,2023-07-11,,2023-08-23,2023-08-29,14,2023-07-25,1D,22.0046233109988,0.072,,,A-230622-ITS-w-1-4_S78,43814,ITS,seq231206_RISO2,43814,33522,A,230622,ITS,w,,1,,,4,2022-06-23,0,10292,10292,0,23.4902086091204,23.4902086091204,yes,sample,173,seq231206_RISO2_8,,,,,,
2862,A-230622-w-1-5,A-230622-ITS-w-1-5,A-230622-ITS-w-1-5_S79_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,1E,25.2532269219235,0.04,,,A-230622-ITS-w-1-5_S79,38817,ITS,seq231206_RISO2,38817,30500,A,230622,ITS,w,,1,,,5,2022-06-23,0,8317,8317,0,21.4261792513589,21.4261792513589,yes,sample,173,seq231206_RISO2_8,,,,,,
2863,A-230622-w-1-6,A-230622-ITS-w-1-6,A-230622-ITS-w-1-6_S80_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,1F,23.85944464,0.037,,,A-230622-ITS-w-1-6_S80,37554,ITS,seq231206_RISO2,37554,30584,A,230622,ITS,w,,1,,,6,2022-06-23,0,6970,6970,0,18.559940352559,18.559940352559,yes,sample,173,seq231206_RISO2_8,,,,,,
2864,A-230622-w-3-2,A-230622-ITS-w-3-2,A-230622-ITS-w-3-2_S90_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Kvium,,no,,,A5,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,2H,22.1079541758159,0.011,,,A-230622-ITS-w-3-2_S90,45348,ITS,seq231206_RISO2,45348,36999,A,230622,ITS,w,,3,,,2,2022-06-23,0,8349,8349,0,18.4109552791744,18.4109552791744,yes,sample,173,seq231206_RISO2_8,,,,,,
2865,A-230622-w-1-7,A-230622-ITS-w-1-7,A-230622-ITS-w-1-7_S81_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Rembrandt,,no,,,A16,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,1G,22.8205030559505,0.105,,,A-230622-ITS-w-1-7_S81,46483,ITS,seq231206_RISO2,46483,37480,A,230622,ITS,w,,1,,,7,2022-06-23,0,9003,9003,0,19.3683712324936,19.3683712324936,yes,sample,173,seq231206_RISO2_8,,,,,,
2866,A-230622-w-2-2,A-230622-ITS-w-2-2,A-230622-ITS-w-2-2_S83_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,2A,24.12891866,0.09,,,A-230622-ITS-w-2-2_S83,42550,ITS,seq231206_RISO2,42550,33393,A,230622,ITS,w,,2,,,2,2022-06-23,0,9157,9157,0,21.5205640423032,21.5205640423032,yes,sample,173,seq231206_RISO2_8,,,,,,
2867,A-230622-w-2-3,A-230622-ITS-w-2-3,A-230622-ITS-w-2-3_S84_L001_R1_001.fastq.gz,ITS,,washed,2022,,,Heerup,,no,,,A7,seq231206_RISO2,,8,2023-07-13,,2023-08-23,2023-08-29,12,2023-07-25,2B,21.8869777722469,0.019,,,A-230622-ITS-w-2-3_S84,41012,ITS,seq231206_RISO2,41012,33503,A,230622,ITS,w,,2,,,3,2022-06-23,0,7509,7509,0,18.3092753340486,18.3092753340486,yes,sample,173,seq231206_RISO2_8,,,,,,
