FP_id,SA_id,SR_id,LP_id,FP_source,FP_rowname,FP_pair_number,FP_forward_fq,FP_reverse_fq,FP_forward_path,FP_reverse_path,FP_forward_reads,FP_reverse_reads,FP_include_control_crushed_amplicon,FP_control_crushed_amplicon_SA_id,FP_pair_reads,FP_total_reads,FP_has_read_count,FP_include_candidate,FP_exclude_reason
FP_SA_seq240515_E8KTD_T_110723_s_91G_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_110723_s_91G__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_091_BS_230711_W_1_EX_230712_LP_231212_WGS,2023_washed_shotgun,seq240515_E8KTD/T-110723-s-91G_S211_L004_R1_001.fastq.gz,4,T-110723-s-91G_S211_L004_R1_001.fastq.gz,T-110723-s-91G_S211_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-110723-s-91G_S211_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-110723-s-91G_S211_L004_R2_001.fastq.gz,6407513,6407513,False,,6407513,12815026,True,True,
FP_SA_seq240515_E8KTD_T_110723_s_24G_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_110723_s_24G__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_024_BS_230711_W_1_EX_230712_LP_231212_WGS,2023_washed_shotgun,seq240515_E8KTD/T-110723-s-24G_S188_L001_R1_001.fastq.gz,1,T-110723-s-24G_S188_L001_R1_001.fastq.gz,T-110723-s-24G_S188_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L001_R2_001.fastq.gz,5128538,5128538,False,,5128538,10257076,True,True,
FP_SA_seq240515_E8KTD_T_110723_s_24G_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_110723_s_24G__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_024_BS_230711_W_1_EX_230712_LP_231212_WGS,2023_washed_shotgun,seq240515_E8KTD/T-110723-s-24G_S188_L002_R1_001.fastq.gz,2,T-110723-s-24G_S188_L002_R1_001.fastq.gz,T-110723-s-24G_S188_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L002_R2_001.fastq.gz,5438684,5438684,False,,5438684,10877368,True,True,
FP_SA_seq240515_E8KTD_T_110723_s_24G_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_110723_s_24G__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_024_BS_230711_W_1_EX_230712_LP_231212_WGS,2023_washed_shotgun,seq240515_E8KTD/T-110723-s-24G_S188_L003_R1_001.fastq.gz,3,T-110723-s-24G_S188_L003_R1_001.fastq.gz,T-110723-s-24G_S188_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L003_R2_001.fastq.gz,4904695,4904695,False,,4904695,9809390,True,True,
FP_SA_seq240515_E8KTD_T_110723_s_24G_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_110723_s_24G__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_024_BS_230711_W_1_EX_230712_LP_231212_WGS,2023_washed_shotgun,seq240515_E8KTD/T-110723-s-24G_S188_L004_R1_001.fastq.gz,4,T-110723-s-24G_S188_L004_R1_001.fastq.gz,T-110723-s-24G_S188_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-110723-s-24G_S188_L004_R2_001.fastq.gz,5185581,5185581,False,,5185581,10371162,True,True,
FP_SA_seq240515_E8KTD_T_300523_s_3A_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_300523_s_3A__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_003_BS_230530_W_1_EX_230809_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-300523-s-3A_S1_L001_R1_001.fastq.gz,1,T-300523-s-3A_S1_L001_R1_001.fastq.gz,T-300523-s-3A_S1_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L001_R2_001.fastq.gz,4985941,4985941,False,,4985941,9971882,True,True,
FP_SA_seq240515_E8KTD_T_300523_s_3A_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_300523_s_3A__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_003_BS_230530_W_1_EX_230809_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-300523-s-3A_S1_L002_R1_001.fastq.gz,2,T-300523-s-3A_S1_L002_R1_001.fastq.gz,T-300523-s-3A_S1_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L002_R2_001.fastq.gz,5257989,5257989,False,,5257989,10515978,True,True,
FP_SA_seq240515_E8KTD_T_300523_s_3A_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_300523_s_3A__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_003_BS_230530_W_1_EX_230809_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-300523-s-3A_S1_L003_R1_001.fastq.gz,3,T-300523-s-3A_S1_L003_R1_001.fastq.gz,T-300523-s-3A_S1_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L003_R2_001.fastq.gz,4819411,4819411,False,,4819411,9638822,True,True,
FP_SA_seq240515_E8KTD_T_300523_s_3A_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_300523_s_3A__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_003_BS_230530_W_1_EX_230809_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-300523-s-3A_S1_L004_R1_001.fastq.gz,4,T-300523-s-3A_S1_L004_R1_001.fastq.gz,T-300523-s-3A_S1_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-300523-s-3A_S1_L004_R2_001.fastq.gz,4963704,4963704,False,,4963704,9927408,True,True,
FP_SA_seq240515_E8KTD_T_270623_s_10E_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_270623_s_10E__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_010_BS_230627_W_1_EX_230730_LP_231208_WGS,2023_washed_shotgun,seq240515_E8KTD/T-270623-s-10E_S125_L001_R1_001.fastq.gz,1,T-270623-s-10E_S125_L001_R1_001.fastq.gz,T-270623-s-10E_S125_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L001_R2_001.fastq.gz,6266007,6266007,False,,6266007,12532014,True,True,
FP_SA_seq240515_E8KTD_T_270623_s_10E_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_270623_s_10E__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_010_BS_230627_W_1_EX_230730_LP_231208_WGS,2023_washed_shotgun,seq240515_E8KTD/T-270623-s-10E_S125_L002_R1_001.fastq.gz,2,T-270623-s-10E_S125_L002_R1_001.fastq.gz,T-270623-s-10E_S125_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L002_R2_001.fastq.gz,6551263,6551263,False,,6551263,13102526,True,True,
FP_SA_seq240515_E8KTD_T_270623_s_10E_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_270623_s_10E__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_010_BS_230627_W_1_EX_230730_LP_231208_WGS,2023_washed_shotgun,seq240515_E8KTD/T-270623-s-10E_S125_L003_R1_001.fastq.gz,3,T-270623-s-10E_S125_L003_R1_001.fastq.gz,T-270623-s-10E_S125_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L003_R2_001.fastq.gz,6066307,6066307,False,,6066307,12132614,True,True,
FP_SA_seq240515_E8KTD_T_270623_s_10E_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_270623_s_10E__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_010_BS_230627_W_1_EX_230730_LP_231208_WGS,2023_washed_shotgun,seq240515_E8KTD/T-270623-s-10E_S125_L004_R1_001.fastq.gz,4,T-270623-s-10E_S125_L004_R1_001.fastq.gz,T-270623-s-10E_S125_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-270623-s-10E_S125_L004_R2_001.fastq.gz,6325271,6325271,False,,6325271,12650542,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_51B_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_060623_s_51B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_051_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-51B_S46_L001_R1_001.fastq.gz,1,T-060623-s-51B_S46_L001_R1_001.fastq.gz,T-060623-s-51B_S46_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L001_R2_001.fastq.gz,5907387,5907387,False,,5907387,11814774,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_51B_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_060623_s_51B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_051_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-51B_S46_L002_R1_001.fastq.gz,2,T-060623-s-51B_S46_L002_R1_001.fastq.gz,T-060623-s-51B_S46_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L002_R2_001.fastq.gz,6045077,6045077,False,,6045077,12090154,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_51B_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_060623_s_51B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_051_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-51B_S46_L003_R1_001.fastq.gz,3,T-060623-s-51B_S46_L003_R1_001.fastq.gz,T-060623-s-51B_S46_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L003_R2_001.fastq.gz,5787687,5787687,False,,5787687,11575374,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_51B_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_060623_s_51B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_051_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-51B_S46_L004_R1_001.fastq.gz,4,T-060623-s-51B_S46_L004_R1_001.fastq.gz,T-060623-s-51B_S46_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-51B_S46_L004_R2_001.fastq.gz,5913506,5913506,False,,5913506,11827012,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_44B_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_060623_s_44B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_044_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-44B_S45_L001_R1_001.fastq.gz,1,T-060623-s-44B_S45_L001_R1_001.fastq.gz,T-060623-s-44B_S45_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L001_R2_001.fastq.gz,20303,20303,False,,20303,40606,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_44B_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_060623_s_44B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_044_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-44B_S45_L002_R1_001.fastq.gz,2,T-060623-s-44B_S45_L002_R1_001.fastq.gz,T-060623-s-44B_S45_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L002_R2_001.fastq.gz,21852,21852,False,,21852,43704,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_44B_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_060623_s_44B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_044_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-44B_S45_L003_R1_001.fastq.gz,3,T-060623-s-44B_S45_L003_R1_001.fastq.gz,T-060623-s-44B_S45_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L003_R2_001.fastq.gz,18622,18622,False,,18622,37244,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_44B_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_060623_s_44B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_044_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-44B_S45_L004_R1_001.fastq.gz,4,T-060623-s-44B_S45_L004_R1_001.fastq.gz,T-060623-s-44B_S45_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-44B_S45_L004_R2_001.fastq.gz,20366,20366,False,,20366,40732,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_41B_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_060623_s_41B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_041_BS_230606_W_1_EX_230810_LP_231219_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-41B_S284_L001_R1_001.fastq.gz,1,T-060623-s-41B_S284_L001_R1_001.fastq.gz,T-060623-s-41B_S284_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L001_R2_001.fastq.gz,2472684,2472684,False,,2472684,4945368,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_41B_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_060623_s_41B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_041_BS_230606_W_1_EX_230810_LP_231219_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-41B_S284_L002_R1_001.fastq.gz,2,T-060623-s-41B_S284_L002_R1_001.fastq.gz,T-060623-s-41B_S284_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L002_R2_001.fastq.gz,2536354,2536354,False,,2536354,5072708,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_41B_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_060623_s_41B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_041_BS_230606_W_1_EX_230810_LP_231219_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-41B_S284_L003_R1_001.fastq.gz,3,T-060623-s-41B_S284_L003_R1_001.fastq.gz,T-060623-s-41B_S284_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L003_R2_001.fastq.gz,2425619,2425619,False,,2425619,4851238,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_41B_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_060623_s_41B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_041_BS_230606_W_1_EX_230810_LP_231219_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-41B_S284_L004_R1_001.fastq.gz,4,T-060623-s-41B_S284_L004_R1_001.fastq.gz,T-060623-s-41B_S284_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-41B_S284_L004_R2_001.fastq.gz,2460332,2460332,False,,2460332,4920664,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_38B_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_060623_s_38B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_038_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-38B_S44_L001_R1_001.fastq.gz,1,T-060623-s-38B_S44_L001_R1_001.fastq.gz,T-060623-s-38B_S44_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L001_R2_001.fastq.gz,4889058,4889058,False,,4889058,9778116,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_38B_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_060623_s_38B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_038_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-38B_S44_L002_R1_001.fastq.gz,2,T-060623-s-38B_S44_L002_R1_001.fastq.gz,T-060623-s-38B_S44_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L002_R2_001.fastq.gz,5025712,5025712,False,,5025712,10051424,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_38B_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_060623_s_38B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_038_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-38B_S44_L003_R1_001.fastq.gz,3,T-060623-s-38B_S44_L003_R1_001.fastq.gz,T-060623-s-38B_S44_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L003_R2_001.fastq.gz,4785740,4785740,False,,4785740,9571480,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_38B_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_060623_s_38B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_038_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-38B_S44_L004_R1_001.fastq.gz,4,T-060623-s-38B_S44_L004_R1_001.fastq.gz,T-060623-s-38B_S44_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-38B_S44_L004_R2_001.fastq.gz,4890147,4890147,False,,4890147,9780294,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_37B_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_060623_s_37B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_037_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-37B_S43_L001_R1_001.fastq.gz,1,T-060623-s-37B_S43_L001_R1_001.fastq.gz,T-060623-s-37B_S43_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L001_R2_001.fastq.gz,115330815,115330815,False,,115330815,230661630,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_37B_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_060623_s_37B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_037_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-37B_S43_L002_R1_001.fastq.gz,2,T-060623-s-37B_S43_L002_R1_001.fastq.gz,T-060623-s-37B_S43_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L002_R2_001.fastq.gz,119270643,119270643,False,,119270643,238541286,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_37B_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_060623_s_37B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_037_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-37B_S43_L003_R1_001.fastq.gz,3,T-060623-s-37B_S43_L003_R1_001.fastq.gz,T-060623-s-37B_S43_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L003_R2_001.fastq.gz,112308978,112308978,False,,112308978,224617956,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_37B_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_060623_s_37B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_037_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-37B_S43_L004_R1_001.fastq.gz,4,T-060623-s-37B_S43_L004_R1_001.fastq.gz,T-060623-s-37B_S43_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-37B_S43_L004_R2_001.fastq.gz,116007745,116007745,False,,116007745,232015490,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_35B_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_060623_s_35B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_035_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-35B_S42_L001_R1_001.fastq.gz,1,T-060623-s-35B_S42_L001_R1_001.fastq.gz,T-060623-s-35B_S42_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L001_R2_001.fastq.gz,25690055,25690055,False,,25690055,51380110,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_35B_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_060623_s_35B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_035_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-35B_S42_L002_R1_001.fastq.gz,2,T-060623-s-35B_S42_L002_R1_001.fastq.gz,T-060623-s-35B_S42_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L002_R2_001.fastq.gz,26009295,26009295,False,,26009295,52018590,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_35B_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_060623_s_35B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_035_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-35B_S42_L003_R1_001.fastq.gz,3,T-060623-s-35B_S42_L003_R1_001.fastq.gz,T-060623-s-35B_S42_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L003_R2_001.fastq.gz,25287114,25287114,False,,25287114,50574228,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_35B_2023_washed_shotgun__P04,SA_seq240515_E8KTD__T_060623_s_35B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_035_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-35B_S42_L004_R1_001.fastq.gz,4,T-060623-s-35B_S42_L004_R1_001.fastq.gz,T-060623-s-35B_S42_L004_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L004_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-35B_S42_L004_R2_001.fastq.gz,25522192,25522192,False,,25522192,51044384,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_53B_2023_washed_shotgun__P01,SA_seq240515_E8KTD__T_060623_s_53B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_053_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-53B_S47_L001_R1_001.fastq.gz,1,T-060623-s-53B_S47_L001_R1_001.fastq.gz,T-060623-s-53B_S47_L001_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-53B_S47_L001_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-53B_S47_L001_R2_001.fastq.gz,4163920,4163920,False,,4163920,8327840,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_53B_2023_washed_shotgun__P02,SA_seq240515_E8KTD__T_060623_s_53B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_053_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-53B_S47_L002_R1_001.fastq.gz,2,T-060623-s-53B_S47_L002_R1_001.fastq.gz,T-060623-s-53B_S47_L002_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-53B_S47_L002_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-53B_S47_L002_R2_001.fastq.gz,4454999,4454999,False,,4454999,8909998,True,True,
FP_SA_seq240515_E8KTD_T_060623_s_53B_2023_washed_shotgun__P03,SA_seq240515_E8KTD__T_060623_s_53B__2023_washed_shotgun,seq240515_E8KTD,LP_LY_T_2023_SP_053_BS_230606_W_1_EX_230810_LP_230915_WGS,2023_washed_shotgun,seq240515_E8KTD/T-060623-s-53B_S47_L003_R1_001.fastq.gz,3,T-060623-s-53B_S47_L003_R1_001.fastq.gz,T-060623-s-53B_S47_L003_R2_001.fastq.gz,./seq240515_E8KTD/T-060623-s-53B_S47_L003_R1_001.fastq.gz,./seq240515_E8KTD/T-060623-s-53B_S47_L003_R2_001.fastq.gz,3990758,3990758,False,,3990758,7981516,True,True,
