EX_id,BS_id,EX_date,EX_plate,EX_dna_conc,EX_row_count
EX_LY_R_2022_SP_020_BS_220621_C_5_EX_221012,BS_220621_C_5,2022-10-12,3.0,,2
EX_LY_R_2022_SP_020_BS_220621_C_6_EX_221012,BS_220621_C_6,2022-10-12,3.0,,2
EX_LY_R_2022_SP_020_BS_220621_C_7_EX_221012,BS_220621_C_7,2022-10-12,3.0,,2
EX_LY_R_2022_SP_020_BS_220621_W_1_EX_221129,BS_220621_W_1,2022-11-29,,,1
EX_LY_R_2022_SP_020_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_020_BS_220628_W_1_EX_221129,BS_220628_W_1,2022-11-29,,0.149,2
EX_LY_R_2022_SP_020_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_020_BS_220704_W_1_EX_221129,BS_220704_W_1,2022-11-29,,1.59,3
EX_LY_R_2022_SP_020_BS_220707_W_1_EX_221129,BS_220707_W_1,2022-11-29,,6.5,3
EX_LY_R_2022_SP_020_BS_220714_C_0_EX_221006,BS_220714_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_020_BS_220714_W_1_EX_221129,BS_220714_W_1,2022-11-29,,2.48,3
EX_LY_R_2022_SP_020_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.4147656574035669,2
EX_LY_R_2022_SP_021_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.1595119590764551,2
EX_LY_R_2022_SP_021_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,0.348,2
EX_LY_R_2022_SP_021_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,3.0,0.0620106699923785,2
EX_LY_R_2022_SP_021_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.022,2
EX_LY_R_2022_SP_021_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.258,2
EX_LY_R_2022_SP_021_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,0.0994249289821935,2
EX_LY_R_2022_SP_021_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,2.0,0.1194179455274436,2
EX_LY_R_2022_SP_021_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,0.8399004562422231,2
EX_LY_R_2022_SP_021_BS_210622_W_1_EX_230328,BS_210622_W_1,2023-03-28,13.0,0.0674137543599112,2
EX_LY_R_2022_SP_021_BS_210622_W_2_EX_230328,BS_210622_W_2,2023-03-28,13.0,0.3811723196660831,2
EX_LY_R_2022_SP_021_BS_210622_W_3_EX_230328,BS_210622_W_3,2023-03-28,13.0,0.1956655547149485,2
EX_LY_R_2022_SP_021_BS_210622_W_4_EX_230328,BS_210622_W_4,2023-03-28,13.0,0.0512017446866534,2
EX_LY_R_2022_SP_021_BS_210622_W_5_EX_230328,BS_210622_W_5,2023-03-28,13.0,0.8266447023281321,2
EX_LY_R_2022_SP_021_BS_210622_W_6_EX_230328,BS_210622_W_6,2023-03-28,13.0,0.1812780067617652,2
EX_LY_R_2022_SP_021_BS_210622_W_7_EX_230328,BS_210622_W_7,2023-03-28,13.0,0.05714451988196,2
EX_LY_R_2022_SP_021_BS_220607_W_1_EX_221128,BS_220607_W_1,2022-11-28,,0.563,2
EX_LY_R_2022_SP_021_BS_220610_W_1_EX_221128,BS_220610_W_1,2022-11-28,,,1
EX_LY_R_2022_SP_021_BS_220614_W_1_EX_221128,BS_220614_W_1,2022-11-28,,3.11,1
EX_LY_R_2022_SP_021_BS_220617_W_1_EX_221128,BS_220617_W_1,2022-11-28,,1.28,1
EX_LY_R_2022_SP_021_BS_220621_C_0_EX_221012,BS_220621_C_0,2022-10-12,3.0,,2
EX_LY_R_2022_SP_021_BS_220621_W_1_EX_221128,BS_220621_W_1,2022-11-28,,,2
EX_LY_R_2022_SP_021_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_021_BS_220628_W_1_EX_221128,BS_220628_W_1,2022-11-28,,0.58,1
EX_LY_R_2022_SP_021_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_021_BS_220704_W_1_EX_221128,BS_220704_W_1,2022-11-28,,0.143,3
EX_LY_R_2022_SP_021_BS_220707_W_1_EX_221128,BS_220707_W_1,2022-11-28,,3.46,3
EX_LY_R_2022_SP_021_BS_220714_C_0_EX_221006,BS_220714_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_021_BS_220714_W_1_EX_221128,BS_220714_W_1,2022-11-28,,4.22,3
EX_LY_R_2022_SP_021_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.0312802433291856,2
EX_LY_R_2022_SP_022_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.2898175031107424,2
EX_LY_R_2022_SP_022_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,0.01,2
EX_LY_R_2022_SP_022_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,3.0,0.0192267719808771,2
EX_LY_R_2022_SP_022_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.0839999999999999,2
EX_LY_R_2022_SP_022_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.368,2
EX_LY_R_2022_SP_022_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,0.7952262176955588,2
EX_LY_R_2022_SP_022_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,2.0,0.4209871422646205,2
EX_LY_R_2022_SP_022_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,3.815844048112816,2
EX_LY_R_2022_SP_022_BS_210622_W_1_EX_230329,BS_210622_W_1,2023-03-29,13.0,0.4449031675968802,2
EX_LY_R_2022_SP_022_BS_210622_W_2_EX_230330,BS_210622_W_2,2023-03-30,13.0,0.1408658610715941,2
EX_LY_R_2022_SP_022_BS_210622_W_3_EX_230331,BS_210622_W_3,2023-03-31,13.0,0.1256797128777262,2
EX_LY_R_2022_SP_022_BS_210622_W_4_EX_230328,BS_210622_W_4,2023-03-28,13.0,0.5219256120867297,2
EX_LY_R_2022_SP_022_BS_210622_W_5_EX_230328,BS_210622_W_5,2023-03-28,13.0,0.0170594604605799,2
EX_LY_R_2022_SP_022_BS_210622_W_6_EX_230328,BS_210622_W_6,2023-03-28,13.0,0.0136526658168087,2
EX_LY_R_2022_SP_022_BS_210622_W_7_EX_230328,BS_210622_W_7,2023-03-28,13.0,0.1477134333481017,2
EX_LY_R_2022_SP_022_BS_220607_W_1_EX_221129,BS_220607_W_1,2022-11-29,,0.167,1
EX_LY_R_2022_SP_022_BS_220610_W_1_EX_221129,BS_220610_W_1,2022-11-29,,,1
EX_LY_R_2022_SP_022_BS_220614_W_1_EX_221129,BS_220614_W_1,2022-11-29,,0.156,1
EX_LY_R_2022_SP_022_BS_220617_W_1_EX_221129,BS_220617_W_1,2022-11-29,,0.099,1
EX_LY_R_2022_SP_022_BS_220621_C_0_EX_221012,BS_220621_C_0,2022-10-12,3.0,,2
EX_LY_R_2022_SP_022_BS_220621_W_1_EX_221129,BS_220621_W_1,2022-11-29,,0.093,2
EX_LY_R_2022_SP_022_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_022_BS_220628_W_1_EX_221129,BS_220628_W_1,2022-11-29,,,2
EX_LY_R_2022_SP_022_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_022_BS_220704_W_1_EX_221129,BS_220704_W_1,2022-11-29,,4.82,4
EX_LY_R_2022_SP_022_BS_220707_W_1_EX_221129,BS_220707_W_1,2022-11-29,,3.04,4
EX_LY_R_2022_SP_022_BS_220714_W_1_EX_221129,BS_220714_W_1,2022-11-29,,0.02,2
EX_LY_R_2022_SP_022_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.583091386699848,2
EX_LY_R_2022_SP_023_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.3185054610811558,2
EX_LY_R_2022_SP_023_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,0.032,2
EX_LY_R_2022_SP_023_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,3.0,0.0076214231275549,2
EX_LY_R_2022_SP_023_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.088,2
EX_LY_R_2022_SP_023_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.22,2
EX_LY_R_2022_SP_023_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,0.8075244231968406,2
EX_LY_R_2022_SP_023_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,2.0,0.2137771325867551,2
EX_LY_R_2022_SP_023_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,0.4636734411724043,2
EX_LY_R_2022_SP_023_BS_210622_W_1_EX_230328,BS_210622_W_1,2023-03-28,13.0,3.4590541089893927,2
EX_LY_R_2022_SP_023_BS_210622_W_2_EX_230328,BS_210622_W_2,2023-03-28,13.0,0.1351036205051656,2
EX_LY_R_2022_SP_023_BS_210622_W_3_EX_230331,BS_210622_W_3,2023-03-31,13.0,0.0877079705826256,2
EX_LY_R_2022_SP_023_BS_210622_W_4_EX_230331,BS_210622_W_4,2023-03-31,13.0,0.0748284177647774,2
EX_LY_R_2022_SP_023_BS_210622_W_5_EX_230331,BS_210622_W_5,2023-03-31,13.0,0.9136071710903314,2
EX_LY_R_2022_SP_023_BS_210622_W_6_EX_230331,BS_210622_W_6,2023-03-31,13.0,0.5610421563225988,2
EX_LY_R_2022_SP_023_BS_210622_W_7_EX_230331,BS_210622_W_7,2023-03-31,13.0,0.4855489463361878,2
EX_LY_R_2022_SP_023_BS_220607_W_1_EX_221129,BS_220607_W_1,2022-11-29,,0.144,1
EX_LY_R_2022_SP_023_BS_220610_W_1_EX_221129,BS_220610_W_1,2022-11-29,,,1
EX_LY_R_2022_SP_023_BS_220614_W_1_EX_221129,BS_220614_W_1,2022-11-29,,0.076,1
EX_LY_R_2022_SP_023_BS_220617_W_1_EX_221129,BS_220617_W_1,2022-11-29,,0.102,1
EX_LY_R_2022_SP_023_BS_220621_C_0_EX_221012,BS_220621_C_0,2022-10-12,3.0,,2
EX_LY_R_2022_SP_023_BS_220621_W_1_EX_221129,BS_220621_W_1,2022-11-29,,,2
EX_LY_R_2022_SP_023_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_023_BS_220628_W_1_EX_221129,BS_220628_W_1,2022-11-29,,0.198,2
EX_LY_R_2022_SP_023_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_023_BS_220704_W_1_EX_221129,BS_220704_W_1,2022-11-29,,4.63,4
EX_LY_R_2022_SP_023_BS_220707_W_1_EX_221129,BS_220707_W_1,2022-11-29,,7.89,3
EX_LY_R_2022_SP_023_BS_220714_C_0_EX_221006,BS_220714_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_023_BS_220714_W_1_EX_221129,BS_220714_W_1,2022-11-29,,3.62,3
EX_LY_R_2022_SP_023_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.4557237660721692,2
EX_LY_R_2022_SP_024_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.7681805613161897,2
EX_LY_R_2022_SP_024_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,3.346,2
EX_LY_R_2022_SP_024_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,3.0,0.6660084528511051,2
EX_LY_R_2022_SP_024_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.018,2
EX_LY_R_2022_SP_024_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.1399999999999999,2
EX_LY_R_2022_SP_024_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,0.6053834961546456,2
EX_LY_R_2022_SP_024_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,2.0,1.69068851099129,2
EX_LY_R_2022_SP_024_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,0.1486243605696115,2
EX_LY_R_2022_SP_024_BS_210622_W_1_EX_230331,BS_210622_W_1,2023-03-31,13.0,0.8230382576241898,2
EX_LY_R_2022_SP_024_BS_210622_W_2_EX_230331,BS_210622_W_2,2023-03-31,13.0,0.7239778447903441,2
EX_LY_R_2022_SP_024_BS_210622_W_3_EX_230331,BS_210622_W_3,2023-03-31,13.0,0.0066946488261638,2
EX_LY_R_2022_SP_024_BS_210622_W_4_EX_230331,BS_210622_W_4,2023-03-31,13.0,0.193225151319878,2
EX_LY_R_2022_SP_024_BS_210622_W_5_EX_230331,BS_210622_W_5,2023-03-31,13.0,0.6621585399888451,2
EX_LY_R_2022_SP_024_BS_210622_W_6_EX_230331,BS_210622_W_6,2023-03-31,13.0,0.758360133875985,2
EX_LY_R_2022_SP_024_BS_210622_W_7_EX_230331,BS_210622_W_7,2023-03-31,13.0,0.5859198281820078,2
EX_LY_R_2022_SP_024_BS_220607_W_1_EX_221129,BS_220607_W_1,2022-11-29,,0.261,1
EX_LY_R_2022_SP_024_BS_220610_W_1_EX_221129,BS_220610_W_1,2022-11-29,,,1
EX_LY_R_2022_SP_024_BS_220614_W_1_EX_221129,BS_220614_W_1,2022-11-29,,0.075,1
EX_LY_R_2022_SP_024_BS_220616_C_0_EX_221006,BS_220616_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_024_BS_220617_W_1_EX_221129,BS_220617_W_1,2022-11-29,,,1
EX_LY_R_2022_SP_024_BS_220621_C_1_EX_221012,BS_220621_C_1,2022-10-12,3.0,,2
EX_LY_R_2022_SP_024_BS_220621_C_2_EX_221012,BS_220621_C_2,2022-10-12,3.0,,2
EX_LY_R_2022_SP_024_BS_220621_C_3_EX_221012,BS_220621_C_3,2022-10-12,3.0,,2
EX_LY_R_2022_SP_024_BS_220621_C_4_EX_221012,BS_220621_C_4,2022-10-12,3.0,,2
EX_LY_R_2022_SP_024_BS_220621_C_5_EX_221012,BS_220621_C_5,2022-10-12,3.0,,2
EX_LY_R_2022_SP_024_BS_220621_C_6_EX_221012,BS_220621_C_6,2022-10-12,3.0,,2
EX_LY_R_2022_SP_024_BS_220621_C_7_EX_221012,BS_220621_C_7,2022-10-12,3.0,,2
EX_LY_R_2022_SP_024_BS_220621_W_1_EX_221129,BS_220621_W_1,2022-11-29,,,2
EX_LY_R_2022_SP_024_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_024_BS_220628_W_1_EX_221129,BS_220628_W_1,2022-11-29,,0.241,2
EX_LY_R_2022_SP_024_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_024_BS_220704_W_1_EX_221129,BS_220704_W_1,2022-11-29,,0.572,3
EX_LY_R_2022_SP_024_BS_220707_W_1_EX_221129,BS_220707_W_1,2022-11-29,,6.07,3
EX_LY_R_2022_SP_024_BS_220714_C_0_EX_221006,BS_220714_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_024_BS_220714_W_1_EX_221129,BS_220714_W_1,2022-11-29,,2.91,3
EX_LY_R_2022_SP_024_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.0523641642472003,2
EX_LY_S_2022_SP_001_BS_240622_W_1_EX_230222,BS_240622_W_1,2023-02-22,4.0,0.1467769585991355,2
EX_LY_S_2022_SP_001_BS_240622_W_2_EX_230222,BS_240622_W_2,2023-02-22,4.0,0.0401167359179094,2
EX_LY_S_2022_SP_001_BS_240622_W_3_EX_230222,BS_240622_W_3,2023-02-22,4.0,0.3049862776138329,2
EX_LY_S_2022_SP_001_BS_240622_W_4_EX_230222,BS_240622_W_4,2023-02-22,4.0,0.1665625302453766,2
EX_LY_S_2022_SP_001_BS_240622_W_5_EX_230222,BS_240622_W_5,2023-02-22,4.0,0.0011643490128849,2
EX_LY_S_2022_SP_001_BS_240622_W_6_EX_230222,BS_240622_W_6,2023-02-22,4.0,0.0354091704295486,2
EX_LY_S_2022_SP_001_BS_240622_W_7_EX_230222,BS_240622_W_7,2023-02-22,4.0,0.0961141889828334,2
EX_LY_S_2022_SP_002_BS_240622_W_1_EX_230222,BS_240622_W_1,2023-02-22,4.0,0.3231078962721809,2
EX_LY_S_2022_SP_002_BS_240622_W_2_EX_230222,BS_240622_W_2,2023-02-22,4.0,0.0405766224221009,2
EX_LY_S_2022_SP_002_BS_240622_W_3_EX_230222,BS_240622_W_3,2023-02-22,4.0,0.1060770029781831,2
EX_LY_S_2022_SP_002_BS_240622_W_4_EX_230222,BS_240622_W_4,2023-02-22,4.0,0.0650572171974976,2
EX_LY_S_2022_SP_002_BS_240622_W_5_EX_230222,BS_240622_W_5,2023-02-22,4.0,0.0085246234731506,2
EX_LY_S_2022_SP_002_BS_240622_W_6_EX_230222,BS_240622_W_6,2023-02-22,4.0,0.0330804724037786,2
EX_LY_S_2022_SP_002_BS_240622_W_7_EX_230222,BS_240622_W_7,2023-02-22,4.0,0.089282784002388,2
EX_LY_S_2022_SP_003_BS_240622_W_1_EX_230222,BS_240622_W_1,2023-02-22,4.0,0.0226556815110365,2
EX_LY_S_2022_SP_003_BS_240622_W_2_EX_230222,BS_240622_W_2,2023-02-22,4.0,0.4252779543579367,2
EX_LY_S_2022_SP_003_BS_240622_W_3_EX_230222,BS_240622_W_3,2023-02-22,4.0,0.0648439970910088,2
EX_LY_S_2022_SP_003_BS_240622_W_4_EX_230222,BS_240622_W_4,2023-02-22,4.0,0.0132886295779349,2
EX_LY_S_2022_SP_003_BS_240622_W_5_EX_230222,BS_240622_W_5,2023-02-22,4.0,0.0259543219820104,2
EX_LY_S_2022_SP_003_BS_240622_W_6_EX_230222,BS_240622_W_6,2023-02-22,4.0,0.0317133552504092,2
EX_LY_S_2022_SP_003_BS_240622_W_7_EX_230222,BS_240622_W_7,2023-02-22,4.0,0.00420169033375,2
EX_LY_S_2022_SP_004_BS_240622_W_1_EX_230222,BS_240622_W_1,2023-02-22,4.0,0.2194432070478024,2
EX_LY_S_2022_SP_004_BS_240622_W_2_EX_230222,BS_240622_W_2,2023-02-22,4.0,0.1701350122256646,2
EX_LY_S_2022_SP_004_BS_240622_W_3_EX_230222,BS_240622_W_3,2023-02-22,4.0,0.0156215083901066,2
EX_LY_S_2022_SP_004_BS_240622_W_4_EX_230223,BS_240622_W_4,2023-02-23,4.0,0.0151908873907273,2
EX_LY_S_2022_SP_004_BS_240622_W_5_EX_230223,BS_240622_W_5,2023-02-23,4.0,0.1039657058453037,2
EX_LY_S_2022_SP_004_BS_240622_W_6_EX_230223,BS_240622_W_6,2023-02-23,4.0,0.0163531460104114,2
EX_LY_S_2022_SP_004_BS_240622_W_7_EX_230223,BS_240622_W_7,2023-02-23,4.0,0.0690791337159728,2
EX_LY_S_2022_SP_005_BS_240622_W_1_EX_230223,BS_240622_W_1,2023-02-23,4.0,0.7858895950469388,2
EX_LY_S_2022_SP_005_BS_240622_W_2_EX_230223,BS_240622_W_2,2023-02-23,4.0,0.0179230313042653,2
EX_LY_S_2022_SP_005_BS_240622_W_3_EX_230223,BS_240622_W_3,2023-02-23,4.0,0.0526946318075483,2
EX_LY_S_2022_SP_005_BS_240622_W_4_EX_230223,BS_240622_W_4,2023-02-23,4.0,0.018347381124042,2
EX_LY_S_2022_SP_005_BS_240622_W_5_EX_230223,BS_240622_W_5,2023-02-23,4.0,0.0191250073947659,2
EX_LY_S_2022_SP_005_BS_240622_W_6_EX_230223,BS_240622_W_6,2023-02-23,4.0,0.0177557998481956,2
EX_LY_S_2022_SP_005_BS_240622_W_7_EX_230223,BS_240622_W_7,2023-02-23,4.0,0.184063302123066,2
EX_LY_S_2022_SP_006_BS_240622_W_1_EX_230223,BS_240622_W_1,2023-02-23,4.0,0.0893998460216368,2
EX_LY_S_2022_SP_006_BS_240622_W_2_EX_230223,BS_240622_W_2,2023-02-23,4.0,0.0152410568275482,2
EX_LY_S_2022_SP_006_BS_240622_W_3_EX_230223,BS_240622_W_3,2023-02-23,4.0,0.0006689258242786,2
EX_LY_S_2022_SP_006_BS_240622_W_4_EX_230223,BS_240622_W_4,2023-02-23,4.0,0.3516438538572667,2
EX_LY_S_2022_SP_006_BS_240622_W_5_EX_230223,BS_240622_W_5,2023-02-23,4.0,0.0570363784857567,2
EX_LY_S_2022_SP_006_BS_240622_W_6_EX_230223,BS_240622_W_6,2023-02-23,4.0,0.1302900274238684,2
EX_LY_S_2022_SP_006_BS_240622_W_7_EX_230223,BS_240622_W_7,2023-02-23,4.0,0.005721406190783,2
EX_LY_S_2022_SP_007_BS_240622_W_1_EX_230223,BS_240622_W_1,2023-02-23,4.0,0.0209687341979338,2
EX_LY_S_2022_SP_007_BS_240622_W_2_EX_230223,BS_240622_W_2,2023-02-23,4.0,0.0016785857402991,2
EX_LY_S_2022_SP_007_BS_240622_W_3_EX_230223,BS_240622_W_3,2023-02-23,4.0,0.0102220227522576,2
EX_LY_S_2022_SP_007_BS_240622_W_4_EX_230223,BS_240622_W_4,2023-02-23,4.0,0.0116581228812558,2
EX_LY_S_2022_SP_007_BS_240622_W_5_EX_230223,BS_240622_W_5,2023-02-23,4.0,0.0008361572803482,2
EX_LY_S_2022_SP_007_BS_240622_W_6_EX_230223,BS_240622_W_6,2023-02-23,4.0,0.0100443393301836,2
EX_LY_S_2022_SP_007_BS_240622_W_7_EX_230224,BS_240622_W_7,2023-02-24,4.0,0.0032923692913713,2
EX_LY_S_2022_SP_008_BS_240622_W_1_EX_230224,BS_240622_W_1,2023-02-24,4.0,0.0188281715602423,2
EX_LY_S_2022_SP_008_BS_240622_W_2_EX_230224,BS_240622_W_2,2023-02-24,4.0,0.1123565441535987,2
EX_LY_S_2022_SP_008_BS_240622_W_3_EX_230224,BS_240622_W_3,2023-02-24,4.0,0.0261863556273071,2
EX_LY_S_2022_SP_008_BS_240622_W_4_EX_230224,BS_240622_W_4,2023-02-24,4.0,2.29943252095776e-05,2
EX_LY_S_2022_SP_008_BS_240622_W_5_EX_230224,BS_240622_W_5,2023-02-24,4.0,0.0051632712061506,2
EX_LY_S_2022_SP_008_BS_240622_W_6_EX_230224,BS_240622_W_6,2023-02-24,4.0,0.1152078404795863,2
EX_LY_S_2022_SP_008_BS_240622_W_7_EX_230224,BS_240622_W_7,2023-02-24,4.0,0.143520125992179,2
EX_LY_S_2022_SP_009_BS_240622_W_1_EX_230224,BS_240622_W_1,2023-02-24,4.0,0.0240750584944277,2
EX_LY_S_2022_SP_009_BS_240622_W_2_EX_230224,BS_240622_W_2,2023-02-24,4.0,0.2356667486797599,2
EX_LY_S_2022_SP_009_BS_240622_W_3_EX_230224,BS_240622_W_3,2023-02-24,4.0,0.010263830616275,2
EX_LY_S_2022_SP_009_BS_240622_W_4_EX_230224,BS_240622_W_4,2023-02-24,4.0,0.0353673625655312,2
EX_LY_S_2022_SP_009_BS_240622_W_5_EX_230224,BS_240622_W_5,2023-02-24,4.0,0.0486559921434661,2
EX_LY_S_2022_SP_009_BS_240622_W_6_EX_230224,BS_240622_W_6,2023-02-24,4.0,0.0082612339298409,2
EX_LY_S_2022_SP_009_BS_240622_W_7_EX_230224,BS_240622_W_7,2023-02-24,4.0,0.0191709960451851,2
EX_LY_S_2022_SP_010_BS_240622_W_1_EX_230224,BS_240622_W_1,2023-02-24,4.0,0.1826752810376879,2
EX_LY_S_2022_SP_010_BS_240622_W_2_EX_230224,BS_240622_W_2,2023-02-24,4.0,0.0354488879003651,2
EX_LY_S_2022_SP_010_BS_240622_W_3_EX_230224,BS_240622_W_3,2023-02-24,4.0,0.100518647457068,2
EX_LY_S_2022_SP_010_BS_240622_W_4_EX_230224,BS_240622_W_4,2023-02-24,4.0,0.058729596978462,2
EX_LY_S_2022_SP_010_BS_240622_W_5_EX_230224,BS_240622_W_5,2023-02-24,4.0,0.1354344850912111,2
EX_LY_S_2022_SP_010_BS_240622_W_6_EX_230224,BS_240622_W_6,2023-02-24,4.0,0.0082654147162427,2
EX_LY_S_2022_SP_010_BS_240622_W_7_EX_230224,BS_240622_W_7,2023-02-24,4.0,0.0324052753998974,2
EX_LY_S_2022_SP_011_BS_240622_W_1_EX_230224,BS_240622_W_1,2023-02-24,4.0,0.0027990364959658,2
EX_LY_S_2022_SP_011_BS_240622_W_2_EX_230224,BS_240622_W_2,2023-02-24,4.0,0.0039173968584316,2
EX_LY_S_2022_SP_011_BS_240622_W_3_EX_230228,BS_240622_W_3,2023-02-28,4.0,0.0686485127165934,2
EX_LY_S_2022_SP_011_BS_240622_W_4_EX_230228,BS_240622_W_4,2023-02-28,4.0,0.0809755614221279,2
EX_LY_S_2022_SP_011_BS_240622_W_5_EX_230228,BS_240622_W_5,2023-02-28,4.0,0.0868976453601946,2
EX_LY_S_2022_SP_011_BS_240622_W_6_EX_230228,BS_240622_W_6,2023-02-28,4.0,0.0330888339765821,2
EX_LY_S_2022_SP_011_BS_240622_W_7_EX_230228,BS_240622_W_7,2023-02-28,4.0,0.0180839915807323,2
EX_LY_S_2022_SP_012_BS_240622_W_1_EX_221104,BS_240622_W_1,2022-11-04,4.0,0.11,2
EX_LY_S_2022_SP_012_BS_240622_W_2_EX_221104,BS_240622_W_2,2022-11-04,4.0,0.365,2
EX_LY_S_2022_SP_012_BS_240622_W_3_EX_221104,BS_240622_W_3,2022-11-04,4.0,3.7,2
EX_LY_S_2022_SP_012_BS_240622_W_4_EX_221104,BS_240622_W_4,2022-11-04,4.0,0.098,2
EX_LY_S_2022_SP_012_BS_240622_W_5_EX_221104,BS_240622_W_5,2022-11-04,4.0,0.068,2
EX_LY_S_2022_SP_012_BS_240622_W_6_EX_221104,BS_240622_W_6,2022-11-04,4.0,0.052,2
EX_LY_S_2022_SP_012_BS_240622_W_7_EX_221104,BS_240622_W_7,2022-11-04,4.0,0.0,2
EX_LY_S_2022_SP_013_BS_240622_W_1_EX_230228,BS_240622_W_1,2023-02-28,4.0,0.1891826750719983,2
EX_LY_S_2022_SP_013_BS_240622_W_2_EX_230228,BS_240622_W_2,2023-02-28,4.0,0.2347302525257698,2
EX_LY_S_2022_SP_013_BS_240622_W_3_EX_230228,BS_240622_W_3,2023-02-28,4.0,0.06868823018741,2
EX_LY_S_2022_SP_013_BS_240622_W_4_EX_230228,BS_240622_W_4,2023-02-28,4.0,0.0456625490798193,2
EX_LY_S_2022_SP_013_BS_240622_W_5_EX_230228,BS_240622_W_5,2023-02-28,4.0,0.1929328404743603,2
EX_LY_S_2022_SP_013_BS_240622_W_6_EX_230228,BS_240622_W_6,2023-02-28,4.0,0.1893060082708497,2
EX_LY_S_2022_SP_013_BS_240622_W_7_EX_230228,BS_240622_W_7,2023-02-28,4.0,0.0569987514081411,2
EX_LY_S_2022_SP_014_BS_240622_W_1_EX_230228,BS_240622_W_1,2023-02-28,4.0,0.0067331565000044,2
EX_LY_S_2022_SP_014_BS_240622_W_2_EX_230228,BS_240622_W_2,2023-02-28,5.0,0.0967845137989003,3
EX_LY_S_2022_SP_014_BS_240622_W_3_EX_230228,BS_240622_W_3,2023-02-28,5.0,0.0134908532057695,3
