SA_id,LP_id,SR_id,BS_id,EX_id,LS_id,LY_id,SP_id,SA_source,SA_seq_sample_ID,SA_is_rerun,SA_sequencing_run,SA_duplicate_number
SA_seq240826_X6DU5__T_130623_ITS_c_104C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_104_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_104_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_104,LY_T_2023,SP_104,2023_crushed_amplicon_ITS,T-130623-ITS-c-104C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_107B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_107_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_107_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_107,LY_T_2023,SP_107,2023_crushed_amplicon_ITS,T-060623-ITS-c-107B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_5C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_005_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_005_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_005,LY_T_2023,SP_005,2023_crushed_amplicon_ITS,T-130623-ITS-c-5C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_9C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_009_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_009_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_009,LY_T_2023,SP_009,2023_crushed_amplicon_ITS,T-130623-ITS-c-9C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_17C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_017_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_017_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_017,LY_T_2023,SP_017,2023_crushed_amplicon_ITS,T-130623-ITS-c-17C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_18C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_018_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_018_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_018,LY_T_2023,SP_018,2023_crushed_amplicon_ITS,T-130623-ITS-c-18C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_22C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_022_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_022_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_022,LY_T_2023,SP_022,2023_crushed_amplicon_ITS,T-130623-ITS-c-22C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_24C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_024_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_024_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_024,LY_T_2023,SP_024,2023_crushed_amplicon_ITS,T-130623-ITS-c-24C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_25C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_025_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_025_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_025,LY_T_2023,SP_025,2023_crushed_amplicon_ITS,T-130623-ITS-c-25C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_26C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_026_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_026_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_026,LY_T_2023,SP_026,2023_crushed_amplicon_ITS,T-130623-ITS-c-26C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_28C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_028_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_028_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_028,LY_T_2023,SP_028,2023_crushed_amplicon_ITS,T-130623-ITS-c-28C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_3C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_003_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_003_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_003,LY_T_2023,SP_003,2023_crushed_amplicon_ITS,T-130623-ITS-c-3C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_130623_ITS_c_107C_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_107_BS_230613_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230613_C_2,EX_LY_T_2023_SP_107_BS_230613_C_2_EX_240619,LS_LY_T_2023_SP_107,LY_T_2023,SP_107,2023_crushed_amplicon_ITS,T-130623-ITS-c-107C-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_200623_ITS_c_3D_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_003_BS_230620_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230620_C_2,EX_LY_T_2023_SP_003_BS_230620_C_2_EX_240619,LS_LY_T_2023_SP_003,LY_T_2023,SP_003,2023_crushed_amplicon_ITS,T-200623-ITS-c-3D-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_100A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_100_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_100_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_100,LY_T_2023,SP_100,2023_crushed_amplicon_ITS,T-300523-ITS-c-100A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_98A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_098_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_098_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_098,LY_T_2023,SP_098,2023_crushed_amplicon_ITS,T-300523-ITS-c-98A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_91A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_091_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_091_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_091,LY_T_2023,SP_091,2023_crushed_amplicon_ITS,T-300523-ITS-c-91A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_89A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_089_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_089_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_089,LY_T_2023,SP_089,2023_crushed_amplicon_ITS,T-300523-ITS-c-89A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_88A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_088_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_088_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_088,LY_T_2023,SP_088,2023_crushed_amplicon_ITS,T-300523-ITS-c-88A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_72A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_072_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_072_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_072,LY_T_2023,SP_072,2023_crushed_amplicon_ITS,T-300523-ITS-c-72A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_68A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_068_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_068_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_068,LY_T_2023,SP_068,2023_crushed_amplicon_ITS,T-300523-ITS-c-68A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_66A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_066_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_066_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_066,LY_T_2023,SP_066,2023_crushed_amplicon_ITS,T-300523-ITS-c-66A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_61A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_061_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_061_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_061,LY_T_2023,SP_061,2023_crushed_amplicon_ITS,T-300523-ITS-c-61A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_104A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_104_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_104_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_104,LY_T_2023,SP_104,2023_crushed_amplicon_ITS,T-300523-ITS-c-104A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_59A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_059_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_059_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_059,LY_T_2023,SP_059,2023_crushed_amplicon_ITS,T-300523-ITS-c-59A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_53A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_053_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_053_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_053,LY_T_2023,SP_053,2023_crushed_amplicon_ITS,T-300523-ITS-c-53A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_51A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_051_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_051_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_051,LY_T_2023,SP_051,2023_crushed_amplicon_ITS,T-300523-ITS-c-51A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_35A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_035_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_035_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_035,LY_T_2023,SP_035,2023_crushed_amplicon_ITS,T-300523-ITS-c-35A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_28A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_028_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_028_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_028,LY_T_2023,SP_028,2023_crushed_amplicon_ITS,T-300523-ITS-c-28A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_26A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_026_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_026_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_026,LY_T_2023,SP_026,2023_crushed_amplicon_ITS,T-300523-ITS-c-26A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_25A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_025_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_025_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_025,LY_T_2023,SP_025,2023_crushed_amplicon_ITS,T-300523-ITS-c-25A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_10A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_010_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_010_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_010,LY_T_2023,SP_010,2023_crushed_amplicon_ITS,T-300523-ITS-c-10A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_9A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_009_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_009_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_009,LY_T_2023,SP_009,2023_crushed_amplicon_ITS,T-300523-ITS-c-9A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_5A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_005_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_005_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_005,LY_T_2023,SP_005,2023_crushed_amplicon_ITS,T-300523-ITS-c-5A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_55A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_055_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_055_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_055,LY_T_2023,SP_055,2023_crushed_amplicon_ITS,T-300523-ITS-c-55A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_68B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_068_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_068_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_068,LY_T_2023,SP_068,2023_crushed_amplicon_ITS,T-060623-ITS-c-68B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_300523_ITS_c_107A_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_107_BS_230530_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230530_C_2,EX_LY_T_2023_SP_107_BS_230530_C_2_EX_240619,LS_LY_T_2023_SP_107,LY_T_2023,SP_107,2023_crushed_amplicon_ITS,T-300523-ITS-c-107A-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_5B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_005_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_005_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_005,LY_T_2023,SP_005,2023_crushed_amplicon_ITS,T-060623-ITS-c-5B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_66B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_066_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_066_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_066,LY_T_2023,SP_066,2023_crushed_amplicon_ITS,T-060623-ITS-c-66B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_61B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_061_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_061_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_061,LY_T_2023,SP_061,2023_crushed_amplicon_ITS,T-060623-ITS-c-61B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_59B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_059_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_059_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_059,LY_T_2023,SP_059,2023_crushed_amplicon_ITS,T-060623-ITS-c-59B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_55B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_055_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_055_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_055,LY_T_2023,SP_055,2023_crushed_amplicon_ITS,T-060623-ITS-c-55B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_53B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_053_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_053_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_053,LY_T_2023,SP_053,2023_crushed_amplicon_ITS,T-060623-ITS-c-53B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_51B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_051_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_051_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_051,LY_T_2023,SP_051,2023_crushed_amplicon_ITS,T-060623-ITS-c-51B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_44B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_044_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_044_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_044,LY_T_2023,SP_044,2023_crushed_amplicon_ITS,T-060623-ITS-c-44B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_41B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_041_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_041_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_041,LY_T_2023,SP_041,2023_crushed_amplicon_ITS,T-060623-ITS-c-41B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_3B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_003_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_003_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_003,LY_T_2023,SP_003,2023_crushed_amplicon_ITS,T-060623-ITS-c-3B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_38B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_038_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_038_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_038,LY_T_2023,SP_038,2023_crushed_amplicon_ITS,T-060623-ITS-c-38B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_35B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_035_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_035_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_035,LY_T_2023,SP_035,2023_crushed_amplicon_ITS,T-060623-ITS-c-35B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_28B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_028_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_028_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_028,LY_T_2023,SP_028,2023_crushed_amplicon_ITS,T-060623-ITS-c-28B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_26B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_026_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_026_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_026,LY_T_2023,SP_026,2023_crushed_amplicon_ITS,T-060623-ITS-c-26B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_25B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_025_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_025_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_025,LY_T_2023,SP_025,2023_crushed_amplicon_ITS,T-060623-ITS-c-25B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_24B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_024_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_024_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_024,LY_T_2023,SP_024,2023_crushed_amplicon_ITS,T-060623-ITS-c-24B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_22B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_022_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_022_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_022,LY_T_2023,SP_022,2023_crushed_amplicon_ITS,T-060623-ITS-c-22B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_17B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_017_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_017_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_017,LY_T_2023,SP_017,2023_crushed_amplicon_ITS,T-060623-ITS-c-17B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_10B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_010_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_010_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_010,LY_T_2023,SP_010,2023_crushed_amplicon_ITS,T-060623-ITS-c-10B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_9B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_009_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_009_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_009,LY_T_2023,SP_009,2023_crushed_amplicon_ITS,T-060623-ITS-c-9B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_060623_ITS_c_37B_2__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_037_BS_230606_C_2_EX_240619_LP_240715_ITS,seq240826_X6DU5,BS_230606_C_2,EX_LY_T_2023_SP_037_BS_230606_C_2_EX_240619,LS_LY_T_2023_SP_037,LY_T_2023,SP_037,2023_crushed_amplicon_ITS,T-060623-ITS-c-37B-2,False,seq240826_X6DU5,1
SA_seq240826_X6DU5__T_270623_ITS_c_1__2023_crushed_amplicon_ITS,LP_LY_T_2023_SP_001_BS_230627_C_0_EX_240626_LP_240704_ITS,seq240826_X6DU5,BS_230627_C_0,EX_LY_T_2023_SP_001_BS_230627_C_0_EX_240626,LS_LY_T_2023_SP_001,LY_T_2023,SP_001,2023_crushed_amplicon_ITS,T-270623-ITS-c-1,False,seq240826_X6DU5,1
SA_seq240710_DR8PG__T_2023_ITS_c_P2_pos__2023_crushed_amplicon_ITS,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_240626_ITS,seq240710_DR8PG,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2023_crushed_amplicon_ITS,T-2023-ITS-c-P2-pos,False,seq240710_DR8PG,1
SA_seq240710_DR8PG__T_2023_ITS_c_P2_neg__2023_crushed_amplicon_ITS,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_240626_ITS,seq240710_DR8PG,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2023_crushed_amplicon_ITS,T-2023-ITS-c-P2-neg,False,seq240710_DR8PG,1
SA_seq240719_NR8NI__T_2023_ITS_c_P4_pos__2023_crushed_amplicon_ITS,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_240617_ITS,seq240719_NR8NI,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2023_crushed_amplicon_ITS,T-2023-ITS-c-P4-pos,False,seq240719_NR8NI,1
SA_seq240719_NR8NI__T_2023_ITS_c_P4_neg__2023_crushed_amplicon_ITS,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_240617_ITS,seq240719_NR8NI,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2023_crushed_amplicon_ITS,T-2023-ITS-c-P4-neg,False,seq240719_NR8NI,1
