FF_id,FP_id,SA_id,SR_id,FF_read_direction,FF_filename,FF_relative_path,FF_reads
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_55_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_55_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_55__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-55_S77_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-55_S77_L001_R1_001.fastq.gz,28880
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_55_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_55_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_55__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-55_S77_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-55_S77_L001_R2_001.fastq.gz,28880
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_6_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_6_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_6__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-59-6_S92_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-6_S92_L001_R1_001.fastq.gz,34937
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_6_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_6_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_6__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-59-6_S92_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-6_S92_L001_R2_001.fastq.gz,34937
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_2_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_2_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_2__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-59-2_S88_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-2_S88_L001_R1_001.fastq.gz,31263
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_2_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_2_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_2__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-59-2_S88_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-2_S88_L001_R2_001.fastq.gz,31263
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_6_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_6_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_6__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-51-6_S72_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-6_S72_L001_R1_001.fastq.gz,28935
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_6_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_6_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_6__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-51-6_S72_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-6_S72_L001_R2_001.fastq.gz,28935
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_1_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_1_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_1__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-58-1_S80_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-1_S80_L001_R1_001.fastq.gz,43670
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_1_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_1_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_1__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-58-1_S80_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-1_S80_L001_R2_001.fastq.gz,43670
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_4_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_4_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_4__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-59-4_S90_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-4_S90_L001_R1_001.fastq.gz,32012
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_4_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_4_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_4__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-59-4_S90_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-4_S90_L001_R2_001.fastq.gz,32012
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_52_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_52_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_52__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-52_S74_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-52_S74_L001_R1_001.fastq.gz,34877
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_52_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_52_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_52__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-52_S74_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-52_S74_L001_R2_001.fastq.gz,34877
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_1_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_1_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_1__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-59-1_S87_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-1_S87_L001_R1_001.fastq.gz,34222
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_59_1_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_59_1_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_59_1__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-59-1_S87_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-59-1_S87_L001_R2_001.fastq.gz,34222
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_5_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_5_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_5__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-51-5_S71_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-5_S71_L001_R1_001.fastq.gz,26703
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_5_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_5_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_5__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-51-5_S71_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-5_S71_L001_R2_001.fastq.gz,26703
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_56_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_56_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_56__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-56_S78_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-56_S78_L001_R1_001.fastq.gz,24655
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_56_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_56_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_56__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-56_S78_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-56_S78_L001_R2_001.fastq.gz,24655
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_7_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_7_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_7__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-58-7_S86_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-7_S86_L001_R1_001.fastq.gz,29427
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_7_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_7_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_7__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-58-7_S86_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-7_S86_L001_R2_001.fastq.gz,29427
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_53_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_53_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_53__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-53_S75_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-53_S75_L001_R1_001.fastq.gz,41740
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_53_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_53_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_53__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-53_S75_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-53_S75_L001_R2_001.fastq.gz,41740
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_4_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_4_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_4__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-51-4_S70_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-4_S70_L001_R1_001.fastq.gz,33798
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_4_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_4_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_4__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-51-4_S70_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-4_S70_L001_R2_001.fastq.gz,33798
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_57_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_57_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_57__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-57_S79_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-57_S79_L001_R1_001.fastq.gz,31482
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_57_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_57_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_57__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-57_S79_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-57_S79_L001_R2_001.fastq.gz,31482
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_54_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_54_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_54__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-54_S76_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-54_S76_L001_R1_001.fastq.gz,33729
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_54_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_54_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_54__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-54_S76_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-54_S76_L001_R2_001.fastq.gz,33729
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_6_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_6_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_6__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-58-6_S85_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-6_S85_L001_R1_001.fastq.gz,29560
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_6_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_6_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_6__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-58-6_S85_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-6_S85_L001_R2_001.fastq.gz,29560
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_3_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_3_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_3__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-51-3_S69_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-3_S69_L001_R1_001.fastq.gz,27787
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_51_3_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_51_3_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_51_3__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-51-3_S69_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-51-3_S69_L001_R2_001.fastq.gz,27787
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_4_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_4_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_4__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-58-4_S83_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-4_S83_L001_R1_001.fastq.gz,37230
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_4_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_4_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_4__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-58-4_S83_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-4_S83_L001_R2_001.fastq.gz,37230
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_2_control_crushed_amplicon_P01__R1,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_2_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_2__control_crushed_amplicon,seq240508_LNERQ,R1,A-230622-16S-c-58-2_S81_L001_R1_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-2_S81_L001_R1_001.fastq.gz,36608
FF_FP_SA_seq240508_LNERQ_A_230622_16S_c_58_2_control_crushed_amplicon_P01__R2,FP_SA_seq240508_LNERQ_A_230622_16S_c_58_2_control_crushed_amplicon__P01,SA_seq240508_LNERQ__A_230622_16S_c_58_2__control_crushed_amplicon,seq240508_LNERQ,R2,A-230622-16S-c-58-2_S81_L001_R2_001.fastq.gz,./seq240508_LNERQ/A-230622-16S-c-58-2_S81_L001_R2_001.fastq.gz,36608
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_67_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_67_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_67__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-67_S123_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-67_S123_L001_R1_001.fastq.gz,52073
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_67_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_67_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_67__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-67_S123_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-67_S123_L001_R2_001.fastq.gz,52073
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_7_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_7_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_70_7__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-70-7_S128_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-70-7_S128_L001_R1_001.fastq.gz,63671
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_7_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_7_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_70_7__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-70-7_S128_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-70-7_S128_L001_R2_001.fastq.gz,63671
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_68_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_68_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_68__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-68_S124_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-68_S124_L001_R1_001.fastq.gz,52958
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_68_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_68_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_68__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-68_S124_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-68_S124_L001_R2_001.fastq.gz,52958
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_5_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_5_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_70_5__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-70-5_S126_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-70-5_S126_L001_R1_001.fastq.gz,62193
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_5_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_70_5_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_70_5__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-70-5_S126_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-70-5_S126_L001_R2_001.fastq.gz,62193
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_66_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_66_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_66__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-66_S122_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-66_S122_L001_R1_001.fastq.gz,56043
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_66_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_66_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_66__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-66_S122_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-66_S122_L001_R2_001.fastq.gz,56043
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_2_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_2_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_71_2__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-71-2_S130_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-71-2_S130_L001_R1_001.fastq.gz,84758
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_2_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_2_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_71_2__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-71-2_S130_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-71-2_S130_L001_R2_001.fastq.gz,84758
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_3_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_3_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_71_3__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-71-3_S131_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-71-3_S131_L001_R1_001.fastq.gz,65801
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_3_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_71_3_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_71_3__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-71-3_S131_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-71-3_S131_L001_R2_001.fastq.gz,65801
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_69_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_69_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_69__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-69_S125_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-69_S125_L001_R1_001.fastq.gz,65288
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_69_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_69_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_69__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-69_S125_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-69_S125_L001_R2_001.fastq.gz,65288
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_3_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_3_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_62_3__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-62-3_S116_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-62-3_S116_L001_R1_001.fastq.gz,54639
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_3_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_3_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_62_3__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-62-3_S116_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-62-3_S116_L001_R2_001.fastq.gz,54639
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_2_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_2_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_62_2__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-62-2_S115_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-62-2_S115_L001_R1_001.fastq.gz,44505
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_2_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_2_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_62_2__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-62-2_S115_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-62-2_S115_L001_R2_001.fastq.gz,44505
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_4_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_4_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_62_4__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-62-4_S117_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-62-4_S117_L001_R1_001.fastq.gz,59440
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_4_control_crushed_amplicon_P01__R2,FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_4_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_62_4__control_crushed_amplicon,seq240710_DR8PG,R2,A-230622-ITS-c-62-4_S117_L001_R2_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-62-4_S117_L001_R2_001.fastq.gz,59440
FF_FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_1_control_crushed_amplicon_P01__R1,FP_SA_seq240710_DR8PG_A_230622_ITS_c_62_1_control_crushed_amplicon__P01,SA_seq240710_DR8PG__A_230622_ITS_c_62_1__control_crushed_amplicon,seq240710_DR8PG,R1,A-230622-ITS-c-62-1_S114_L001_R1_001.fastq.gz,./seq240710_DR8PG/A-230622-ITS-c-62-1_S114_L001_R1_001.fastq.gz,63881
