sampling_plot_id,location_year_id,scheme,grid_number,grid_point,distance,edge,block,plot,subplot,plot_label,x,y,spray_fungicide,fertiliser,cultivar,cultivar_alt,density,spray,fertilizer
SP__LY__11.0__2023__1.0__28.0__3.0,LY__11.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__10.0__2023__1.0__26.0__3.0,LY__10.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__9.0__2023__1.0__25.0__3.0,LY__9.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__4.0__2023__1.0__10.0__1.0,LY__4.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__3.0__2023__1.0__9.0__1.0,LY__3.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__2.0__2023__1.0__5.0__1.0,LY__2.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__24.0__2023__2.0__72.0__6.0,LY__24.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__285.0__2023__2.0__72.0__6.0,LY__285.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__648.0__2023__3.0__108.0__12.0,LY__648.0__2023,,,,,,3.0,108.0,12.0,,,,n,Normal,Sheriff,,450.0,,
SP__LY__646.0__2023__3.0__106.0__10.0,LY__646.0__2023,,,,,,3.0,106.0,10.0,,,,n,Normal,Kvium,,450.0,,
SP__LY__645.0__2023__3.0__105.0__9.0,LY__645.0__2023,,,,,,3.0,105.0,9.0,,,,n,Normal,Sheriff,,150.0,,
SP__LY__644.0__2023__3.0__104.0__8.0,LY__644.0__2023,,,,,,3.0,104.0,8.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__643.0__2023__3.0__103.0__7.0,LY__643.0__2023,,,,,,3.0,103.0,7.0,,,,n,Normal,Rembrandt,,150.0,,
SP__LY__642.0__2023__3.0__102.0__6.0,LY__642.0__2023,,,,,,3.0,102.0,6.0,,,,n,Normal,Heerup,,450.0,,
SP__LY__641.0__2023__3.0__101.0__5.0,LY__641.0__2023,,,,,,3.0,101.0,5.0,,,,n,Normal,Rembrandt,,450.0,,
SP__LY__640.0__2023__3.0__100.0__4.0,LY__640.0__2023,,,,,,3.0,100.0,4.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__639.0__2023__3.0__99.0__3.0,LY__639.0__2023,,,,,,3.0,99.0,3.0,,,,n,Normal,Kvium,,150.0,,
SP__LY__638.0__2023__3.0__98.0__2.0,LY__638.0__2023,,,,,,3.0,98.0,2.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__637.0__2023__3.0__97.0__1.0,LY__637.0__2023,,,,,,3.0,97.0,1.0,,,,n,Normal,Heerup,,150.0,,
SP__LY__601.0__2023__3.0__96.0__12.0,LY__601.0__2023,,,,,,3.0,96.0,12.0,,,,n,Zero,Sheriff,,450.0,,
SP__LY__602.0__2023__3.0__95.0__11.0,LY__602.0__2023,,,,,,3.0,95.0,11.0,,,,n,Zero,Sheriff,,150.0,,
SP__LY__603.0__2023__3.0__94.0__10.0,LY__603.0__2023,,,,,,3.0,94.0,10.0,,,,n,Zero,Kvium,,150.0,,
SP__LY__647.0__2023__3.0__107.0__11.0,LY__647.0__2023,,,,,,3.0,107.0,11.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__22.0__2023__2.0__66.0__6.0,LY__22.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__161.0__2023__3.0__75.0__7.0,LY__161.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__169.0__2023__3.0__81.0__7.0,LY__169.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__165.0__2023__3.0__80.0__7.0,LY__165.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__401.0__2023__2.0__51.0__5.0,LY__401.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__385.0__2023__2.0__44.0__4.0,LY__385.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__389.0__2023__2.0__41.0__4.0,LY__389.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__393.0__2023__2.0__38.0__4.0,LY__393.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__397.0__2023__2.0__37.0__4.0,LY__397.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__365.0__2023__1.0__35.0__3.0,LY__365.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__361.0__2023__1.0__28.0__3.0,LY__361.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__357.0__2023__1.0__26.0__3.0,LY__357.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__353.0__2023__1.0__25.0__3.0,LY__353.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__337.0__2023__1.0__24.0__2.0,LY__337.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__341.0__2023__1.0__22.0__2.0,LY__341.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__23.0__2023__2.0__68.0__6.0,LY__23.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__349.0__2023__1.0__17.0__2.0,LY__349.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__345.0__2023__1.0__18.0__2.0,LY__345.0__2023,,,,,,1.0,18.0,2.0,,,,n,Half,Heerup,,300.0,,
SP__LY__189.0__2023__3.0__87.0__8.0,LY__189.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__185.0__2023__3.0__88.0__8.0,LY__185.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__181.0__2023__3.0__89.0__8.0,LY__181.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__177.0__2023__3.0__91.0__8.0,LY__177.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__225.0__2023__3.0__98.0__9.0,LY__225.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__173.0__2023__3.0__82.0__7.0,LY__173.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__233.0__2023__3.0__104.0__9.0,LY__233.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__237.0__2023__3.0__107.0__9.0,LY__237.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__289.0__2023__1.0__3.0__1.0,LY__289.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__293.0__2023__1.0__5.0__1.0,LY__293.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__297.0__2023__1.0__9.0__1.0,LY__297.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__229.0__2023__3.0__100.0__9.0,LY__229.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__465.0__2023__3.0__91.0__8.0,LY__465.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__469.0__2023__3.0__89.0__8.0,LY__469.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__473.0__2023__3.0__88.0__8.0,LY__473.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__477.0__2023__3.0__87.0__8.0,LY__477.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__461.0__2023__3.0__82.0__7.0,LY__461.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__457.0__2023__3.0__81.0__7.0,LY__457.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__449.0__2023__3.0__75.0__7.0,LY__449.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__573.0__2023__2.0__72.0__6.0,LY__573.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__569.0__2023__2.0__68.0__6.0,LY__569.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__565.0__2023__2.0__66.0__6.0,LY__565.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__513.0__2023__3.0__98.0__9.0,LY__513.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__561.0__2023__2.0__61.0__6.0,LY__561.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__557.0__2023__2.0__59.0__5.0,LY__557.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__453.0__2023__3.0__80.0__7.0,LY__453.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__517.0__2023__3.0__100.0__9.0,LY__517.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__849.0__2023__1.0__18.0__2.0,LY__849.0__2023,,,,,,1.0,18.0,2.0,,,,n,Half,Heerup,,300.0,,
SP__LY__525.0__2023__3.0__107.0__9.0,LY__525.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__797.0__2023__1.0__5.0__1.0,LY__797.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__801.0__2023__1.0__9.0__1.0,LY__801.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__805.0__2023__1.0__10.0__1.0,LY__805.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__853.0__2023__1.0__17.0__2.0,LY__853.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__845.0__2023__1.0__22.0__2.0,LY__845.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__841.0__2023__1.0__24.0__2.0,LY__841.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__857.0__2023__1.0__25.0__3.0,LY__857.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__861.0__2023__1.0__26.0__3.0,LY__861.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__865.0__2023__1.0__28.0__3.0,LY__865.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__869.0__2023__1.0__35.0__3.0,LY__869.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__901.0__2023__2.0__37.0__4.0,LY__901.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__893.0__2023__2.0__41.0__4.0,LY__893.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__889.0__2023__2.0__44.0__4.0,LY__889.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__521.0__2023__3.0__104.0__9.0,LY__521.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__897.0__2023__2.0__38.0__4.0,LY__897.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1033.0__2023__2.0__44.0__4.0,LY__1033.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__905.0__2023__2.0__51.0__5.0,LY__905.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1189.0__2023__2.0__37.0__4.0,LY__1189.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__1157.0__2023__1.0__35.0__3.0,LY__1157.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1153.0__2023__1.0__28.0__3.0,LY__1153.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1149.0__2023__1.0__26.0__3.0,LY__1149.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__1145.0__2023__1.0__25.0__3.0,LY__1145.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1129.0__2023__1.0__24.0__2.0,LY__1129.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1133.0__2023__1.0__22.0__2.0,LY__1133.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__1137.0__2023__1.0__18.0__2.0,LY__1137.0__2023,,,,,,1.0,18.0,2.0,,,,n,Half,Heerup,,300.0,,
SP__LY__1141.0__2023__1.0__17.0__2.0,LY__1141.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__1185.0__2023__2.0__38.0__4.0,LY__1185.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1093.0__2023__1.0__10.0__1.0,LY__1093.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__1085.0__2023__1.0__5.0__1.0,LY__1085.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1081.0__2023__1.0__3.0__1.0,LY__1081.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1029.0__2023__3.0__107.0__9.0,LY__1029.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1025.0__2023__3.0__104.0__9.0,LY__1025.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__1021.0__2023__3.0__100.0__9.0,LY__1021.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1017.0__2023__3.0__98.0__9.0,LY__1017.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__969.0__2023__3.0__91.0__8.0,LY__969.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__973.0__2023__3.0__89.0__8.0,LY__973.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__977.0__2023__3.0__88.0__8.0,LY__977.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1089.0__2023__1.0__9.0__1.0,LY__1089.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__981.0__2023__3.0__87.0__8.0,LY__981.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1181.0__2023__2.0__41.0__4.0,LY__1181.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__1193.0__2023__2.0__51.0__5.0,LY__1193.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1173.0__2023__3.0__107.0__9.0,LY__1173.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1165.0__2023__3.0__100.0__9.0,LY__1165.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1161.0__2023__3.0__98.0__9.0,LY__1161.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__1113.0__2023__3.0__91.0__8.0,LY__1113.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1117.0__2023__3.0__89.0__8.0,LY__1117.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__1121.0__2023__3.0__88.0__8.0,LY__1121.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1125.0__2023__3.0__87.0__8.0,LY__1125.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1177.0__2023__2.0__44.0__4.0,LY__1177.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__1109.0__2023__3.0__82.0__7.0,LY__1109.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__1101.0__2023__3.0__80.0__7.0,LY__1101.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__1097.0__2023__3.0__75.0__7.0,LY__1097.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1221.0__2023__2.0__72.0__6.0,LY__1221.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__1217.0__2023__2.0__68.0__6.0,LY__1217.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1213.0__2023__2.0__66.0__6.0,LY__1213.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__1209.0__2023__2.0__61.0__6.0,LY__1209.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1205.0__2023__2.0__59.0__5.0,LY__1205.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1201.0__2023__2.0__55.0__5.0,LY__1201.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1197.0__2023__2.0__53.0__5.0,LY__1197.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__1105.0__2023__3.0__81.0__7.0,LY__1105.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__553.0__2023__2.0__55.0__5.0,LY__553.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__965.0__2023__3.0__82.0__7.0,LY__965.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__957.0__2023__3.0__80.0__7.0,LY__957.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__941.0__2023__1.0__5.0__1.0,LY__941.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__937.0__2023__1.0__3.0__1.0,LY__937.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__885.0__2023__3.0__107.0__9.0,LY__885.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__877.0__2023__3.0__100.0__9.0,LY__877.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__873.0__2023__3.0__98.0__9.0,LY__873.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__825.0__2023__3.0__91.0__8.0,LY__825.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__829.0__2023__3.0__89.0__8.0,LY__829.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__833.0__2023__3.0__88.0__8.0,LY__833.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__837.0__2023__3.0__87.0__8.0,LY__837.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__945.0__2023__1.0__9.0__1.0,LY__945.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__821.0__2023__3.0__82.0__7.0,LY__821.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__813.0__2023__3.0__80.0__7.0,LY__813.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__809.0__2023__3.0__75.0__7.0,LY__809.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__933.0__2023__2.0__72.0__6.0,LY__933.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__929.0__2023__2.0__68.0__6.0,LY__929.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__925.0__2023__2.0__66.0__6.0,LY__925.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__921.0__2023__2.0__61.0__6.0,LY__921.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__917.0__2023__2.0__59.0__5.0,LY__917.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__913.0__2023__2.0__55.0__5.0,LY__913.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__909.0__2023__2.0__53.0__5.0,LY__909.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__817.0__2023__3.0__81.0__7.0,LY__817.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__961.0__2023__3.0__81.0__7.0,LY__961.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__949.0__2023__1.0__10.0__1.0,LY__949.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__953.0__2023__3.0__75.0__7.0,LY__953.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1077.0__2023__2.0__72.0__6.0,LY__1077.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__1073.0__2023__2.0__68.0__6.0,LY__1073.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1069.0__2023__2.0__66.0__6.0,LY__1069.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__1065.0__2023__2.0__61.0__6.0,LY__1065.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1061.0__2023__2.0__59.0__5.0,LY__1061.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1057.0__2023__2.0__55.0__5.0,LY__1057.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1053.0__2023__2.0__53.0__5.0,LY__1053.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__1049.0__2023__2.0__51.0__5.0,LY__1049.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1037.0__2023__2.0__41.0__4.0,LY__1037.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__1045.0__2023__2.0__37.0__4.0,LY__1045.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__1013.0__2023__1.0__35.0__3.0,LY__1013.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1009.0__2023__1.0__28.0__3.0,LY__1009.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1005.0__2023__1.0__26.0__3.0,LY__1005.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__1001.0__2023__1.0__25.0__3.0,LY__1001.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__985.0__2023__1.0__24.0__2.0,LY__985.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__989.0__2023__1.0__22.0__2.0,LY__989.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__993.0__2023__1.0__18.0__2.0,LY__993.0__2023,,,,,,1.0,18.0,2.0,,,,n,Half,Heerup,,300.0,,
SP__LY__997.0__2023__1.0__17.0__2.0,LY__997.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__1041.0__2023__2.0__38.0__4.0,LY__1041.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__545.0__2023__2.0__51.0__5.0,LY__545.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__313.0__2023__3.0__81.0__7.0,LY__313.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__533.0__2023__2.0__41.0__4.0,LY__533.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__529.0__2023__2.0__44.0__4.0,LY__529.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__405.0__2023__2.0__53.0__5.0,LY__405.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__413.0__2023__2.0__59.0__5.0,LY__413.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__417.0__2023__2.0__61.0__6.0,LY__417.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__421.0__2023__2.0__66.0__6.0,LY__421.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__425.0__2023__2.0__68.0__6.0,LY__425.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__429.0__2023__2.0__72.0__6.0,LY__429.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__305.0__2023__3.0__75.0__7.0,LY__305.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
