sampling_plot_id,location_year_id,scheme,grid_number,grid_point,distance,edge,block,plot,subplot,plot_label,x,y,spray_fungicide,fertiliser,cultivar,cultivar_alt,density,spray,fertilizer
SP__LY__610.0__2023__3.0__87.0__3.0,LY__610.0__2023,,,,,,3.0,87.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__611.0__2023__3.0__86.0__2.0,LY__611.0__2023,,,,,,3.0,86.0,2.0,,,,n,Zero,Heerup,,450.0,,
SP__LY__612.0__2023__3.0__85.0__1.0,LY__612.0__2023,,,,,,3.0,85.0,1.0,,,,n,Zero,Rembrandt,,150.0,,
SP__LY__600.0__2023__3.0__84.0__12.0,LY__600.0__2023,,,,,,3.0,84.0,12.0,,,,n,Half,Kvium,,450.0,,
SP__LY__599.0__2023__3.0__83.0__11.0,LY__599.0__2023,,,,,,3.0,83.0,11.0,,,,n,Half,Sheriff,,150.0,,
SP__LY__598.0__2023__3.0__82.0__10.0,LY__598.0__2023,,,,,,3.0,82.0,10.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__597.0__2023__3.0__81.0__9.0,LY__597.0__2023,,,,,,3.0,81.0,9.0,,,,n,Half,Kvium,,300.0,,
SP__LY__596.0__2023__3.0__80.0__8.0,LY__596.0__2023,,,,,,3.0,80.0,8.0,,,,n,Half,Heerup,,300.0,,
SP__LY__595.0__2023__3.0__79.0__7.0,LY__595.0__2023,,,,,,3.0,79.0,7.0,,,,n,Half,Sheriff,,450.0,,
SP__LY__594.0__2023__3.0__78.0__6.0,LY__594.0__2023,,,,,,3.0,78.0,6.0,,,,n,Half,Rembrandt,,150.0,,
SP__LY__593.0__2023__3.0__77.0__5.0,LY__593.0__2023,,,,,,3.0,77.0,5.0,,,,n,Half,Rembrandt,,450.0,,
SP__LY__592.0__2023__3.0__76.0__4.0,LY__592.0__2023,,,,,,3.0,76.0,4.0,,,,n,Half,Heerup,,150.0,,
SP__LY__591.0__2023__3.0__75.0__3.0,LY__591.0__2023,,,,,,3.0,75.0,3.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__590.0__2023__3.0__74.0__2.0,LY__590.0__2023,,,,,,3.0,74.0,2.0,,,,n,Half,Heerup,,450.0,,
SP__LY__589.0__2023__3.0__73.0__1.0,LY__589.0__2023,,,,,,3.0,73.0,1.0,,,,n,Half,Kvium,,150.0,,
SP__LY__661.0__2023__2.0__49.0__1.0,LY__661.0__2023,,,,,,2.0,49.0,1.0,,,,n,Zero,Sheriff,,450.0,,
SP__LY__683.0__2023__2.0__71.0__11.0,LY__683.0__2023,,,,,,2.0,71.0,11.0,,,,n,Normal,Sheriff,,450.0,,
SP__LY__660.0__2023__2.0__48.0__12.0,LY__660.0__2023,,,,,,2.0,48.0,12.0,,,,n,Half,Sheriff,,150.0,,
SP__LY__658.0__2023__2.0__46.0__10.0,LY__658.0__2023,,,,,,2.0,46.0,10.0,,,,n,Half,Kvium,,150.0,,
SP__LY__616.0__2023__1.0__21.0__9.0,LY__616.0__2023,,,,,,1.0,21.0,9.0,,,,n,Half,Rembrandt,,150.0,,
SP__LY__617.0__2023__1.0__20.0__8.0,LY__617.0__2023,,,,,,1.0,20.0,8.0,,,,n,Half,Heerup,,150.0,,
SP__LY__618.0__2023__1.0__19.0__7.0,LY__618.0__2023,,,,,,1.0,19.0,7.0,,,,n,Half,Rembrandt,,450.0,,
SP__LY__619.0__2023__1.0__18.0__6.0,LY__619.0__2023,,,,,,1.0,18.0,6.0,,,,n,Half,Heerup,,300.0,,
SP__LY__620.0__2023__1.0__17.0__5.0,LY__620.0__2023,,,,,,1.0,17.0,5.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__621.0__2023__1.0__16.0__4.0,LY__621.0__2023,,,,,,1.0,16.0,4.0,,,,n,Half,Sheriff,,450.0,,
SP__LY__622.0__2023__1.0__15.0__3.0,LY__622.0__2023,,,,,,1.0,15.0,3.0,,,,n,Half,Kvium,,150.0,,
SP__LY__623.0__2023__1.0__14.0__2.0,LY__623.0__2023,,,,,,1.0,14.0,2.0,,,,n,Half,Sheriff,,150.0,,
SP__LY__624.0__2023__1.0__13.0__1.0,LY__624.0__2023,,,,,,1.0,13.0,1.0,,,,n,Half,Kvium,,450.0,,
SP__LY__615.0__2023__1.0__22.0__10.0,LY__615.0__2023,,,,,,1.0,22.0,10.0,,,,n,Half,Kvium,,300.0,,
SP__LY__588.0__2023__1.0__12.0__12.0,LY__588.0__2023,,,,,,1.0,12.0,12.0,,,,n,Normal,Sheriff,,450.0,,
SP__LY__586.0__2023__1.0__10.0__10.0,LY__586.0__2023,,,,,,1.0,10.0,10.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__585.0__2023__1.0__9.0__9.0,LY__585.0__2023,,,,,,1.0,9.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__584.0__2023__1.0__8.0__8.0,LY__584.0__2023,,,,,,1.0,8.0,8.0,,,,n,Normal,Rembrandt,,150.0,,
SP__LY__583.0__2023__1.0__7.0__7.0,LY__583.0__2023,,,,,,1.0,7.0,7.0,,,,n,Normal,Kvium,,450.0,,
SP__LY__582.0__2023__1.0__6.0__6.0,LY__582.0__2023,,,,,,1.0,6.0,6.0,,,,n,Normal,Kvium,,150.0,,
SP__LY__581.0__2023__1.0__5.0__5.0,LY__581.0__2023,,,,,,1.0,5.0,5.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__580.0__2023__1.0__4.0__4.0,LY__580.0__2023,,,,,,1.0,4.0,4.0,,,,n,Normal,Sheriff,,150.0,,
SP__LY__579.0__2023__1.0__3.0__3.0,LY__579.0__2023,,,,,,1.0,3.0,3.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__578.0__2023__1.0__2.0__2.0,LY__578.0__2023,,,,,,1.0,2.0,2.0,,,,n,Normal,Heerup,,450.0,,
SP__LY__587.0__2023__1.0__11.0__11.0,LY__587.0__2023,,,,,,1.0,11.0,11.0,,,,n,Normal,Rembrandt,,450.0,,
SP__LY__659.0__2023__2.0__47.0__11.0,LY__659.0__2023,,,,,,2.0,47.0,11.0,,,,n,Half,Rembrandt,,150.0,,
SP__LY__614.0__2023__1.0__23.0__11.0,LY__614.0__2023,,,,,,1.0,23.0,11.0,,,,n,Half,Heerup,,450.0,,
SP__LY__625.0__2023__1.0__25.0__1.0,LY__625.0__2023,,,,,,1.0,25.0,1.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__657.0__2023__2.0__45.0__9.0,LY__657.0__2023,,,,,,2.0,45.0,9.0,,,,n,Half,Rembrandt,,450.0,,
SP__LY__656.0__2023__2.0__44.0__8.0,LY__656.0__2023,,,,,,2.0,44.0,8.0,,,,n,Half,Kvium,,300.0,,
SP__LY__655.0__2023__2.0__43.0__7.0,LY__655.0__2023,,,,,,2.0,43.0,7.0,,,,n,Half,Heerup,,450.0,,
SP__LY__654.0__2023__2.0__42.0__6.0,LY__654.0__2023,,,,,,2.0,42.0,6.0,,,,n,Half,Heerup,,150.0,,
SP__LY__653.0__2023__2.0__41.0__5.0,LY__653.0__2023,,,,,,2.0,41.0,5.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__652.0__2023__2.0__40.0__4.0,LY__652.0__2023,,,,,,2.0,40.0,4.0,,,,n,Half,Sheriff,,450.0,,
SP__LY__651.0__2023__2.0__39.0__3.0,LY__651.0__2023,,,,,,2.0,39.0,3.0,,,,n,Half,Kvium,,450.0,,
SP__LY__650.0__2023__2.0__38.0__2.0,LY__650.0__2023,,,,,,2.0,38.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__649.0__2023__2.0__37.0__1.0,LY__649.0__2023,,,,,,2.0,37.0,1.0,,,,n,Half,Heerup,,300.0,,
SP__LY__613.0__2023__1.0__24.0__12.0,LY__613.0__2023,,,,,,1.0,24.0,12.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__636.0__2023__1.0__36.0__12.0,LY__636.0__2023,,,,,,1.0,36.0,12.0,,,,n,Zero,Kvium,,450.0,,
SP__LY__634.0__2023__1.0__34.0__10.0,LY__634.0__2023,,,,,,1.0,34.0,10.0,,,,n,Zero,Rembrandt,,450.0,,
SP__LY__633.0__2023__1.0__33.0__9.0,LY__633.0__2023,,,,,,1.0,33.0,9.0,,,,n,Zero,Heerup,,450.0,,
SP__LY__632.0__2023__1.0__32.0__8.0,LY__632.0__2023,,,,,,1.0,32.0,8.0,,,,n,Zero,Heerup,,150.0,,
SP__LY__631.0__2023__1.0__31.0__7.0,LY__631.0__2023,,,,,,1.0,31.0,7.0,,,,n,Zero,Sheriff,,150.0,,
SP__LY__630.0__2023__1.0__30.0__6.0,LY__630.0__2023,,,,,,1.0,30.0,6.0,,,,n,Zero,Kvium,,150.0,,
SP__LY__629.0__2023__1.0__29.0__5.0,LY__629.0__2023,,,,,,1.0,29.0,5.0,,,,n,Zero,Sheriff,,450.0,,
SP__LY__628.0__2023__1.0__28.0__4.0,LY__628.0__2023,,,,,,1.0,28.0,4.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__627.0__2023__1.0__27.0__3.0,LY__627.0__2023,,,,,,1.0,27.0,3.0,,,,n,Zero,Rembrandt,,150.0,,
SP__LY__626.0__2023__1.0__26.0__2.0,LY__626.0__2023,,,,,,1.0,26.0,2.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__635.0__2023__1.0__35.0__11.0,LY__635.0__2023,,,,,,1.0,35.0,11.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__286.0__2023__2.0__72.0__6.0,LY__286.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__37.0__2023__1.0__3.0__1.0,LY__37.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__386.0__2023__2.0__44.0__4.0,LY__386.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__402.0__2023__2.0__51.0__5.0,LY__402.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__406.0__2023__2.0__53.0__5.0,LY__406.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__410.0__2023__2.0__55.0__5.0,LY__410.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__414.0__2023__2.0__59.0__5.0,LY__414.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__418.0__2023__2.0__61.0__6.0,LY__418.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__422.0__2023__2.0__66.0__6.0,LY__422.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__426.0__2023__2.0__68.0__6.0,LY__426.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__430.0__2023__2.0__72.0__6.0,LY__430.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__306.0__2023__3.0__75.0__7.0,LY__306.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__310.0__2023__3.0__80.0__7.0,LY__310.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__314.0__2023__3.0__81.0__7.0,LY__314.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__318.0__2023__3.0__82.0__7.0,LY__318.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__334.0__2023__3.0__87.0__8.0,LY__334.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__330.0__2023__3.0__88.0__8.0,LY__330.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__326.0__2023__3.0__89.0__8.0,LY__326.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__322.0__2023__3.0__91.0__8.0,LY__322.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__370.0__2023__3.0__98.0__9.0,LY__370.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__374.0__2023__3.0__100.0__9.0,LY__374.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__390.0__2023__2.0__41.0__4.0,LY__390.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__394.0__2023__2.0__38.0__4.0,LY__394.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__398.0__2023__2.0__37.0__4.0,LY__398.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__366.0__2023__1.0__35.0__3.0,LY__366.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__166.0__2023__3.0__80.0__7.0,LY__166.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__170.0__2023__3.0__81.0__7.0,LY__170.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__174.0__2023__3.0__82.0__7.0,LY__174.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__190.0__2023__3.0__87.0__8.0,LY__190.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__182.0__2023__3.0__89.0__8.0,LY__182.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__178.0__2023__3.0__91.0__8.0,LY__178.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__226.0__2023__3.0__98.0__9.0,LY__226.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__230.0__2023__3.0__100.0__9.0,LY__230.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__234.0__2023__3.0__104.0__9.0,LY__234.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__378.0__2023__3.0__104.0__9.0,LY__378.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__238.0__2023__3.0__107.0__9.0,LY__238.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__294.0__2023__1.0__5.0__1.0,LY__294.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__298.0__2023__1.0__9.0__1.0,LY__298.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__350.0__2023__1.0__17.0__2.0,LY__350.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__346.0__2023__1.0__18.0__2.0,LY__346.0__2023,,,,,,1.0,18.0,2.0,,,,n,Half,Heerup,,300.0,,
SP__LY__342.0__2023__1.0__22.0__2.0,LY__342.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__338.0__2023__1.0__24.0__2.0,LY__338.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__354.0__2023__1.0__25.0__3.0,LY__354.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__358.0__2023__1.0__26.0__3.0,LY__358.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__362.0__2023__1.0__28.0__3.0,LY__362.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__290.0__2023__1.0__3.0__1.0,LY__290.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__382.0__2023__3.0__107.0__9.0,LY__382.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__434.0__2023__1.0__3.0__1.0,LY__434.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__70.0__2023__3.0__100.0__9.0,LY__70.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__69.0__2023__3.0__98.0__9.0,LY__69.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__68.0__2023__3.0__91.0__8.0,LY__68.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__67.0__2023__3.0__89.0__8.0,LY__67.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__66.0__2023__3.0__88.0__8.0,LY__66.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__60.0__2023__2.0__72.0__6.0,LY__60.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__59.0__2023__2.0__68.0__6.0,LY__59.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__58.0__2023__2.0__66.0__6.0,LY__58.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__57.0__2023__2.0__61.0__6.0,LY__57.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__71.0__2023__3.0__104.0__9.0,LY__71.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__56.0__2023__2.0__59.0__5.0,LY__56.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__54.0__2023__2.0__53.0__5.0,LY__54.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__53.0__2023__2.0__51.0__5.0,LY__53.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__48.0__2023__1.0__35.0__3.0,LY__48.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__47.0__2023__1.0__28.0__3.0,LY__47.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__46.0__2023__1.0__26.0__3.0,LY__46.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__45.0__2023__1.0__25.0__3.0,LY__45.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__40.0__2023__1.0__10.0__1.0,LY__40.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__39.0__2023__1.0__9.0__1.0,LY__39.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__38.0__2023__1.0__5.0__1.0,LY__38.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__55.0__2023__2.0__55.0__5.0,LY__55.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__282.0__2023__2.0__68.0__6.0,LY__282.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__72.0__2023__3.0__107.0__9.0,LY__72.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__150.0__2023__1.0__5.0__1.0,LY__150.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__278.0__2023__2.0__66.0__6.0,LY__278.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__274.0__2023__2.0__61.0__6.0,LY__274.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__270.0__2023__2.0__59.0__5.0,LY__270.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__266.0__2023__2.0__55.0__5.0,LY__266.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__262.0__2023__2.0__53.0__5.0,LY__262.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__258.0__2023__2.0__51.0__5.0,LY__258.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__242.0__2023__2.0__44.0__4.0,LY__242.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__246.0__2023__2.0__41.0__4.0,LY__246.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__146.0__2023__1.0__3.0__1.0,LY__146.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__250.0__2023__2.0__38.0__4.0,LY__250.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__222.0__2023__1.0__35.0__3.0,LY__222.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__218.0__2023__1.0__28.0__3.0,LY__218.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__214.0__2023__1.0__26.0__3.0,LY__214.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__210.0__2023__1.0__25.0__3.0,LY__210.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__194.0__2023__1.0__24.0__2.0,LY__194.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__198.0__2023__1.0__22.0__2.0,LY__198.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__206.0__2023__1.0__17.0__2.0,LY__206.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__158.0__2023__1.0__10.0__1.0,LY__158.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__154.0__2023__1.0__9.0__1.0,LY__154.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__254.0__2023__2.0__37.0__4.0,LY__254.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__577.0__2023__1.0__1.0__1.0,LY__577.0__2023,,,,,,1.0,1.0,1.0,,,,n,Normal,Heerup,,150.0,,
SP__LY__2023__UNKNOWN,LY__2023,,,,,,,,,,,,,,,,,,
SP__LY__2023__UNKNOWN,LY__2023,,,,,,,,,,,,,,,,300.0,,
SP__LY__2023__2.0__61__6.0,LY__2023,,,,,,2.0,61,6.0,,1.0,1.0,,Normal,heerup,,300.0,,Normal
SP__LY__2023__2.0__59__5.0,LY__2023,,,,,,2.0,59,5.0,,2.0,11.0,,Zero,kvium,,300.0,,Zero
SP__LY__2023__2.0__55__5.0,LY__2023,,,,,,2.0,55,5.0,,2.0,7.0,,Zero,rembrandt,,300.0,,Zero
SP__LY__2023__2.0__53__5.0,LY__2023,,,,,,2.0,53,5.0,,2.0,5.0,,Zero,sheriff,,300.0,,Zero
SP__LY__2023__2.0__51__5.0,LY__2023,,,,,,2.0,51,5.0,,2.0,3.0,,Zero,heerup,,300.0,,Zero
SP__LY__2023__2.0__44__4.0,LY__2023,,,,,,2.0,44,4.0,,3.0,8.0,,Half,kvium,,300.0,,Half
SP__LY__2023__2.0__66__6.0,LY__2023,,,,,,2.0,66,6.0,,1.0,6.0,,Normal,kvium,,300.0,,Normal
SP__LY__2023__2.0__41__4.0,LY__2023,,,,,,2.0,41,4.0,,3.0,5.0,,Half,rembrandt,,300.0,,Half
SP__LY__2023__2.0__37__4.0,LY__2023,,,,,,2.0,37,4.0,,3.0,1.0,,Half,heerup,,300.0,,Half
SP__LY__2023__1.0__35__3.0,LY__2023,,,,,,1.0,35,3.0,,4.0,11.0,,Zero,heerup,,300.0,,Zero
SP__LY__2023__1.0__28__3.0,LY__2023,,,,,,1.0,28,3.0,,4.0,4.0,,Zero,kvium,,300.0,,Zero
SP__LY__2023__1.0__26__3.0,LY__2023,,,,,,1.0,26,3.0,,4.0,2.0,,Zero,sheriff,,300.0,,Zero
SP__LY__2023__1.0__25__3.0,LY__2023,,,,,,1.0,25,3.0,,4.0,1.0,,Zero,rembrandt,,300.0,,Zero
SP__LY__2023__1.0__24__2.0,LY__2023,,,,,,1.0,24,2.0,,5.0,12.0,,Half,sheriff,,300.0,,Half
SP__LY__2023__2.0__38__4.0,LY__2023,,,,,,2.0,38,4.0,,3.0,2.0,,Half,sheriff,,300.0,,Half
SP__LY__2023__1.0__22__2.0,LY__2023,,,,,,1.0,22,2.0,,5.0,10.0,,Half,kvium,,300.0,,Half
SP__LY__2023__3.0__75__7.0,LY__2023,,,,,,3.0,75,7.0,,6.0,15.0,,Half,sheriff,,300.0,,Half
SP__LY__2023__1.0__9__1.0,LY__2023,,,,,,1.0,9,1.0,,6.0,9.0,,Normal,kvium,,300.0,,Normal
SP__LY__2023__1.0__5__1.0,LY__2023,,,,,,1.0,5,1.0,,6.0,5.0,,Normal,sheriff,,300.0,,Normal
SP__LY__2023__1.0__3__1.0,LY__2023,,,,,,1.0,3,1.0,,6.0,3.0,,Normal,heerup,,300.0,,Normal
SP__LY__2023__3.0__107__9.0,LY__2023,,,,,,3.0,107,9.0,,4.0,23.0,,Normal,sheriff,,300.0,,Normal
SP__LY__2023__3.0__104__9.0,LY__2023,,,,,,3.0,104,9.0,,4.0,20.0,,Normal,kvium,,300.0,,Normal
SP__LY__2023__3.0__100__9.0,LY__2023,,,,,,3.0,100,9.0,,4.0,16.0,,Normal,heerup,,300.0,,Normal
SP__LY__2023__2.0__72__6.0,LY__2023,,,,,,2.0,72,6.0,,1.0,12.0,,Normal,rembrandt,,300.0,,Normal
SP__LY__2023__3.0__98__9.0,LY__2023,,,,,,3.0,98,9.0,,4.0,14.0,,Normal,rembrandt,,300.0,,Normal
SP__LY__2023__3.0__89__8.0,LY__2023,,,,,,3.0,89,8.0,,5.0,17.0,,Zero,sheriff,,300.0,,Zero
SP__LY__2023__3.0__88__8.0,LY__2023,,,,,,3.0,88,8.0,,5.0,16.0,,Zero,rembrandt,,300.0,,Zero
SP__LY__2023__3.0__87__8.0,LY__2023,,,,,,3.0,87,8.0,,5.0,15.0,,Zero,kvium,,300.0,,Zero
SP__LY__2023__3.0__82__7.0,LY__2023,,,,,,3.0,82,7.0,,6.0,22.0,,Half,rembrandt,,300.0,,Half
SP__LY__2023__3.0__81__7.0,LY__2023,,,,,,3.0,81,7.0,,6.0,21.0,,Half,kvium,,300.0,,Half
SP__LY__2023__3.0__80__7.0,LY__2023,,,,,,3.0,80,7.0,,6.0,20.0,,Half,heerup,,300.0,,Half
SP__LY__2023__3.0__91__8.0,LY__2023,,,,,,3.0,91,8.0,,5.0,19.0,,Zero,heerup,,300.0,,Zero
SP__LY__2023__2.0__68__6.0,LY__2023,,,,,,2.0,68,6.0,,1.0,8.0,,Normal,sheriff,,300.0,,Normal
