run_library_assignment_id,sequencing_run_id,library_preparation_id
RLA__seq240826_X6DU5__LP__DX__T-270623-c-40__1.0__5H__2024-06-26__1.0__5H__281.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-40__1.0__5H__2024-06-26__1.0__5H__281.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-41__1.0__6A__2024-06-26__1.0__6A__198.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-41__1.0__6A__2024-06-26__1.0__6A__198.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-42__1.0__6B__2024-06-26__1.0__6B__210.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-42__1.0__6B__2024-06-26__1.0__6B__210.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-43__1.0__6C__2024-06-26__1.0__6C__222.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-43__1.0__6C__2024-06-26__1.0__6C__222.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-44__1.0__6D__2024-06-26__1.0__6D__234.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-44__1.0__6D__2024-06-26__1.0__6D__234.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-45__1.0__6E__2024-06-26__1.0__6E__246.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-45__1.0__6E__2024-06-26__1.0__6E__246.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-36__1.0__5D__2024-06-26__1.0__5D__233.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-36__1.0__5D__2024-06-26__1.0__5D__233.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-46__1.0__6F__2024-06-26__1.0__6F__258.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-46__1.0__6F__2024-06-26__1.0__6F__258.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-24__1.0__3H__2024-06-26__1.0__3H__279.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-24__1.0__3H__2024-06-26__1.0__3H__279.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-22__1.0__3F__2024-06-26__1.0__3F__255.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-22__1.0__3F__2024-06-26__1.0__3F__255.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-2__1.0__1B__2024-06-26__1.0__1B__205.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-2__1.0__1B__2024-06-26__1.0__1B__205.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-3__1.0__1C__2024-06-26__1.0__1C__217.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-3__1.0__1C__2024-06-26__1.0__1C__217.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-4__1.0__1D__2024-06-26__1.0__1D__229.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-4__1.0__1D__2024-06-26__1.0__1D__229.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-5__1.0__1E__2024-06-26__1.0__1E__241.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-5__1.0__1E__2024-06-26__1.0__1E__241.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-6__1.0__1F__2024-06-26__1.0__1F__253.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-6__1.0__1F__2024-06-26__1.0__1F__253.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-7__1.0__1G__2024-06-26__1.0__1G__265.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-7__1.0__1G__2024-06-26__1.0__1G__265.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-8__1.0__1H__2024-06-26__1.0__1H__277.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-8__1.0__1H__2024-06-26__1.0__1H__277.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-9__1.0__2A__2024-06-26__1.0__2A__194.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-9__1.0__2A__2024-06-26__1.0__2A__194.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-10__1.0__2B__2024-06-26__1.0__2B__206.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-10__1.0__2B__2024-06-26__1.0__2B__206.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-23__1.0__3G__2024-06-26__1.0__3G__267.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-23__1.0__3G__2024-06-26__1.0__3G__267.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-11__1.0__2C__2024-06-26__1.0__2C__218.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-11__1.0__2C__2024-06-26__1.0__2C__218.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-13__1.0__2E__2024-06-26__1.0__2E__242.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-13__1.0__2E__2024-06-26__1.0__2E__242.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-14__1.0__2F__2024-06-26__1.0__2F__254.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-14__1.0__2F__2024-06-26__1.0__2F__254.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-15__1.0__2G__2024-06-26__1.0__2G__266.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-15__1.0__2G__2024-06-26__1.0__2G__266.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-16__1.0__2H__2024-06-26__1.0__2H__278.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-16__1.0__2H__2024-06-26__1.0__2H__278.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-17__1.0__3A__2024-06-26__1.0__3A__195.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-17__1.0__3A__2024-06-26__1.0__3A__195.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-18__1.0__3B__2024-06-26__1.0__3B__207.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-18__1.0__3B__2024-06-26__1.0__3B__207.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-19__1.0__3C__2024-06-26__1.0__3C__219.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-19__1.0__3C__2024-06-26__1.0__3C__219.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-20__1.0__3D__2024-06-26__1.0__3D__231.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-20__1.0__3D__2024-06-26__1.0__3D__231.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-21__1.0__3E__2024-06-26__1.0__3E__243.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-21__1.0__3E__2024-06-26__1.0__3E__243.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-12__1.0__2D__2024-06-26__1.0__2D__230.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-12__1.0__2D__2024-06-26__1.0__2D__230.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-47__1.0__6G__2024-06-26__1.0__6G__270.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-47__1.0__6G__2024-06-26__1.0__6G__270.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-49__1.0__7A__2024-06-26__1.0__7A__199.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-49__1.0__7A__2024-06-26__1.0__7A__199.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-74__1.0__10B__2024-06-26__1.0__10B__214.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-74__1.0__10B__2024-06-26__1.0__10B__214.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-75__1.0__10C__2024-06-26__1.0__10C__226.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-75__1.0__10C__2024-06-26__1.0__10C__226.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-76__1.0__10D__2024-06-26__1.0__10D__238.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-76__1.0__10D__2024-06-26__1.0__10D__238.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-77__1.0__10E__2024-06-26__1.0__10E__250.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-77__1.0__10E__2024-06-26__1.0__10E__250.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-78__1.0__10F__2024-06-26__1.0__10F__262.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-78__1.0__10F__2024-06-26__1.0__10F__262.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-79__1.0__10G__2024-06-26__1.0__10G__274.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-79__1.0__10G__2024-06-26__1.0__10G__274.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-80__1.0__10H__2024-06-26__1.0__10H__286.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-80__1.0__10H__2024-06-26__1.0__10H__286.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-81__1.0__11A__2024-06-26__1.0__11A__203.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-81__1.0__11A__2024-06-26__1.0__11A__203.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-82__1.0__11B__2024-06-26__1.0__11B__215.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-82__1.0__11B__2024-06-26__1.0__11B__215.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-73__1.0__10A__2024-06-26__1.0__10A__202.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-73__1.0__10A__2024-06-26__1.0__10A__202.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-83__1.0__11C__2024-06-26__1.0__11C__227.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-83__1.0__11C__2024-06-26__1.0__11C__227.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-85__1.0__11E__2024-06-26__1.0__11E__251.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-85__1.0__11E__2024-06-26__1.0__11E__251.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-86__1.0__11F__2024-06-26__1.0__11F__263.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-86__1.0__11F__2024-06-26__1.0__11F__263.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-87__1.0__11G__2024-06-26__1.0__11G__275.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-87__1.0__11G__2024-06-26__1.0__11G__275.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-88__1.0__11H__2024-06-26__1.0__11H__287.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-88__1.0__11H__2024-06-26__1.0__11H__287.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-89__1.0__12A__2024-06-26__1.0__12A__204.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-89__1.0__12A__2024-06-26__1.0__12A__204.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-90__1.0__12B__2024-06-26__1.0__12B__216.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-90__1.0__12B__2024-06-26__1.0__12B__216.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-91__1.0__12C__2024-06-26__1.0__12C__228.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-91__1.0__12C__2024-06-26__1.0__12C__228.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-92__1.0__12D__2024-06-26__1.0__12D__240.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-92__1.0__12D__2024-06-26__1.0__12D__240.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-84__1.0__11D__2024-06-26__1.0__11D__239.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-84__1.0__11D__2024-06-26__1.0__11D__239.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-48__1.0__6H__2024-06-26__1.0__6H__282.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-48__1.0__6H__2024-06-26__1.0__6H__282.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-72__1.0__9H__2024-06-26__1.0__9H__285.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-72__1.0__9H__2024-06-26__1.0__9H__285.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-70__1.0__9F__2024-06-26__1.0__9F__261.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-70__1.0__9F__2024-06-26__1.0__9F__261.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-50__1.0__7B__2024-06-26__1.0__7B__211.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-50__1.0__7B__2024-06-26__1.0__7B__211.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-51__1.0__7C__2024-06-26__1.0__7C__223.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-51__1.0__7C__2024-06-26__1.0__7C__223.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-52__1.0__7D__2024-06-26__1.0__7D__235.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-52__1.0__7D__2024-06-26__1.0__7D__235.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-53__1.0__7E__2024-06-26__1.0__7E__247.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-53__1.0__7E__2024-06-26__1.0__7E__247.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-54__1.0__7F__2024-06-26__1.0__7F__259.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-54__1.0__7F__2024-06-26__1.0__7F__259.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-55__1.0__7G__2024-06-26__1.0__7G__271.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-55__1.0__7G__2024-06-26__1.0__7G__271.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-56__1.0__7H__2024-06-26__1.0__7H__283.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-56__1.0__7H__2024-06-26__1.0__7H__283.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-57__1.0__8A__2024-06-26__1.0__8A__200.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-57__1.0__8A__2024-06-26__1.0__8A__200.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-58__1.0__8B__2024-06-26__1.0__8B__212.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-58__1.0__8B__2024-06-26__1.0__8B__212.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-71__1.0__9G__2024-06-26__1.0__9G__273.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-71__1.0__9G__2024-06-26__1.0__9G__273.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-59__1.0__8C__2024-06-26__1.0__8C__224.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-59__1.0__8C__2024-06-26__1.0__8C__224.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-61__1.0__8E__2024-06-26__1.0__8E__248.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-61__1.0__8E__2024-06-26__1.0__8E__248.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-62__1.0__8F__2024-06-26__1.0__8F__260.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-62__1.0__8F__2024-06-26__1.0__8F__260.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-63__1.0__8G__2024-06-26__1.0__8G__272.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-63__1.0__8G__2024-06-26__1.0__8G__272.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-64__1.0__8H__2024-06-26__1.0__8H__284.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-64__1.0__8H__2024-06-26__1.0__8H__284.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-65__1.0__9A__2024-06-26__1.0__9A__201.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-65__1.0__9A__2024-06-26__1.0__9A__201.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-66__1.0__9B__2024-06-26__1.0__9B__213.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-66__1.0__9B__2024-06-26__1.0__9B__213.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-67__1.0__9C__2024-06-26__1.0__9C__225.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-67__1.0__9C__2024-06-26__1.0__9C__225.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-68__1.0__9D__2024-06-26__1.0__9D__237.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-68__1.0__9D__2024-06-26__1.0__9D__237.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-69__1.0__9E__2024-06-26__1.0__9E__249.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-69__1.0__9E__2024-06-26__1.0__9E__249.0__16S
RLA__seq240826_X6DU5__LP__DX__T-270623-c-60__1.0__8D__2024-06-26__1.0__8D__236.0__16S,seq240826_X6DU5,LP__DX__T-270623-c-60__1.0__8D__2024-06-26__1.0__8D__236.0__16S
RLA__seq240710_DR8PG__LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__4.0__12F__168.0__16S,seq240710_DR8PG,LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__4.0__12F__168.0__16S
RLA__seq240710_DR8PG__LP__DX__Ultrapure-water__12E__4.0__12E__156.0__16S,seq240710_DR8PG,LP__DX__Ultrapure-water__12E__4.0__12E__156.0__16S
RLA__seq240710_DR8PG__LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__3.0__12F__264.0__16S,seq240710_DR8PG,LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__3.0__12F__264.0__16S
RLA__seq240710_DR8PG__LP__DX__Ultrapure-water__12E__3.0__12E__252.0__16S,seq240710_DR8PG,LP__DX__Ultrapure-water__12E__3.0__12E__252.0__16S
RLA__seq240719_NR8NI__LP__DX__T-130623-c-17C-1__2.0__10G__2024-04-03__2.0__10G__286.0__16S,seq240719_NR8NI,LP__DX__T-130623-c-17C-1__2.0__10G__2024-04-03__2.0__10G__286.0__16S
RLA__seq240719_NR8NI__LP__DX__Ultrapure-water__12E__2.0__12E__252.0__16S,seq240719_NR8NI,LP__DX__Ultrapure-water__12E__2.0__12E__252.0__16S
RLA__seq240719_NR8NI__LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__2.0__12F__264.0__16S,seq240719_NR8NI,LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__2.0__12F__264.0__16S
RLA__seq240820_C6WGP__LP__DX__Ultrapure-water__12E__5.0__12E__60.0__16S,seq240820_C6WGP,LP__DX__Ultrapure-water__12E__5.0__12E__60.0__16S
RLA__seq240820_C6WGP__LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__5.0__12F__72.0__16S,seq240820_C6WGP,LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__5.0__12F__72.0__16S
RLA__seq240820_C6WGP__LP__DX__Ultrapure-water__12E__6.0__12E__252.0__16S,seq240820_C6WGP,LP__DX__Ultrapure-water__12E__6.0__12E__252.0__16S
RLA__seq240820_C6WGP__LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__6.0__12F__264.0__16S,seq240820_C6WGP,LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__6.0__12F__264.0__16S
RLA__seq240826_X6DU5__LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__1.0__12F__264.0__16S,seq240826_X6DU5,LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__1.0__12F__264.0__16S
RLA__seq240826_X6DU5__LP__DX__Ultrapure-water__12E__7.0__12E__348.0__16S,seq240826_X6DU5,LP__DX__Ultrapure-water__12E__7.0__12E__348.0__16S
RLA__seq240826_X6DU5__LP__DX__Ultrapure-water__12E__1.0__12E__252.0__16S,seq240826_X6DU5,LP__DX__Ultrapure-water__12E__1.0__12E__252.0__16S
RLA__seq240826_X6DU5__LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__7.0__12F__360.0__16S,seq240826_X6DU5,LP__DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__12F__7.0__12F__360.0__16S
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-107D__1H__2023-06-21__washed_14__1H__185.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-107D__1H__2023-06-21__washed_14__1H__185.0__ITS
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-100D__1F__2023-06-21__washed_14__1F__161.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-100D__1F__2023-06-21__washed_14__1F__161.0__ITS
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-98D__1E__2023-06-21__washed_14__1E__149.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-98D__1E__2023-06-21__washed_14__1E__149.0__ITS
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-72D__1D__2023-06-21__washed_14__1D__137.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-72D__1D__2023-06-21__washed_14__1D__137.0__ITS
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-66D__1C__2023-06-21__washed_14__1C__125.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-66D__1C__2023-06-21__washed_14__1C__125.0__ITS
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-5-68D__1B__2023-06-21__washed_14__1B__113.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-5-68D__1B__2023-06-21__washed_14__1B__113.0__ITS
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-3-61D__1A__2023-06-21__washed_14__1A__101.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-3-61D__1A__2023-06-21__washed_14__1A__101.0__ITS
RLA__seq231107_RISO1__LP__DX__T-210623-aphid-104D__1G__2023-06-21__washed_14__1G__173.0__ITS,seq231107_RISO1,LP__DX__T-210623-aphid-104D__1G__2023-06-21__washed_14__1G__173.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-81F__4C__2023-07-05__1__4C__154.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-81F__4C__2023-07-05__1__4C__154.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-80F__4B__2023-07-05__1__4B__96.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-80F__4B__2023-07-05__1__4B__96.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-75F__4A__2023-07-05__1__4A__84.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-75F__4A__2023-07-05__1__4A__84.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-66F__3F__2023-07-05__1__3F__24.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-66F__3F__2023-07-05__1__3F__24.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-68F__3G__2023-07-05__1__3G__36.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-68F__3G__2023-07-05__1__3G__36.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-82F__4D__2023-07-05__1__4D__166.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-82F__4D__2023-07-05__1__4D__166.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-59F__3D__2023-07-05__1__3D__95.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-59F__3D__2023-07-05__1__3D__95.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-72F__3H__2023-07-05__1__3H__48.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-72F__3H__2023-07-05__1__3H__48.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-87F__4E__2023-07-05__1__4E__178.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-87F__4E__2023-07-05__1__4E__178.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-98F__5A__2023-07-05__1__5A__293.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-98F__5A__2023-07-05__1__5A__293.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-89F__4G__2023-07-05__1__4G__180.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-89F__4G__2023-07-05__1__4G__180.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-91F__4H__2023-07-05__1__4H__192.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-91F__4H__2023-07-05__1__4H__192.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-55F__3C__2023-07-05__1__3C__83.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-55F__3C__2023-07-05__1__3C__83.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-100F__5B__2023-07-05__1__5B__305.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-100F__5B__2023-07-05__1__5B__305.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-104F__5C__2023-07-05__1__5C__317.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-104F__5C__2023-07-05__1__5C__317.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-107F__5D__2023-07-05__1__5D__329.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-107F__5D__2023-07-05__1__5D__329.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-110723-s-3G__5E__2023-07-12__1__5E__341.0__ITS,seq240508_LNERQ,LP__DX__T-110723-s-3G__5E__2023-07-12__1__5E__341.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-110723-s-5G__5F__2023-07-12__1__5F__353.0__ITS,seq240508_LNERQ,LP__DX__T-110723-s-5G__5F__2023-07-12__1__5F__353.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-110723-s-9G__5G__2023-07-12__1__5G__365.0__ITS,seq240508_LNERQ,LP__DX__T-110723-s-9G__5G__2023-07-12__1__5G__365.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-88F__4F__2023-07-05__1__4F__190.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-88F__4F__2023-07-05__1__4F__190.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-53F__3B__2023-07-05__1__3B__71.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-53F__3B__2023-07-05__1__3B__71.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-38F__2F__2023-07-05__1__2F__23.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-38F__2F__2023-07-05__1__2F__23.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-040723-s-44F__2H__2023-07-05__1__2H__47.0__ITS,seq240508_LNERQ,LP__DX__T-040723-s-44F__2H__2023-07-05__1__2H__47.0__ITS
RLA__seq240508_LNERQ__LP__DX__T-210623-aphid-66D__11C__2023-06-21__washed_13__11C__131.0__16S,seq240508_LNERQ,LP__DX__T-210623-aphid-66D__11C__2023-06-21__washed_13__11C__131.0__16S
RLA__seq240508_LNERQ__LP__DX__T-210623-aphid-72D__11D__2023-06-21__washed_13__11D__143.0__16S,seq240508_LNERQ,LP__DX__T-210623-aphid-72D__11D__2023-06-21__washed_13__11D__143.0__16S
RLA__seq240508_LNERQ__LP__DX__T-210623-aphid-98D__11E__2023-06-21__washed_13__11E__155.0__16S,seq240508_LNERQ,LP__DX__T-210623-aphid-98D__11E__2023-06-21__washed_13__11E__155.0__16S
