sampling_plot_id,location_year_id,scheme_2020,plot,grid_point_2020,distance_2020,edge_2020,block_2022,plot_label,subplot,x,y,letter,spray_fungicide,fertiliser,fertilizer,cultivar,density,spray
SP__LY__T__2023__012,LY__T__2023,,12,,,,1.0,,12.0,,,,n,Normal,,Sheriff,450.0,
SP__LY__T__2023__013,LY__T__2023,,13,,,,1.0,,1.0,,,,n,Half,,Kvium,450.0,
SP__LY__T__2023__014,LY__T__2023,,14,,,,1.0,,2.0,,,,n,Half,,Sheriff,150.0,
SP__LY__T__2023__015,LY__T__2023,,15,,,,1.0,,3.0,,,,n,Half,,Kvium,150.0,
SP__LY__T__2023__016,LY__T__2023,,16,,,,1.0,,4.0,,,,n,Half,,Sheriff,450.0,
SP__LY__T__2023__017,LY__T__2023,,17,,,,1.0,,2.0,,,,n,Half,,Rembrandt,300.0,
SP__LY__T__2023__017,LY__T__2023,,17,,,,1.0,,5.0,,,,n,Half,,Rembrandt,300.0,
SP__LY__T__2023__017,LY__T__2023,,17,,,,1.0,,2.0,5.0,5.0,,,Half,Half,Rembrandt,300.0,
SP__LY__T__2023__018,LY__T__2023,,18,,,,1.0,,2.0,,,,n,Half,,Heerup,300.0,
SP__LY__T__2023__018,LY__T__2023,,18,,,,1.0,,6.0,,,,n,Half,,Heerup,300.0,
SP__LY__T__2023__018,LY__T__2023,,18,,,,1.0,,2.0,5.0,6.0,,,Half,Half,Heerup,300.0,
SP__LY__T__2023__019,LY__T__2023,,19,,,,1.0,,7.0,,,,n,Half,,Rembrandt,450.0,
SP__LY__T__2023__020,LY__T__2023,,20,,,,1.0,,8.0,,,,n,Half,,Heerup,150.0,
SP__LY__T__2023__021,LY__T__2023,,21,,,,1.0,,9.0,,,,n,Half,,Rembrandt,150.0,
SP__LY__T__2023__022,LY__T__2023,,22,,,,1.0,,2.0,,,,n,Half,,Kvium,300.0,
SP__LY__T__2023__022,LY__T__2023,,22,,,,1.0,,10.0,,,,n,Half,,Kvium,300.0,
SP__LY__T__2023__022,LY__T__2023,,22,,,,1.0,,2.0,5.0,10.0,,,Half,Half,Kvium,300.0,
SP__LY__T__2023__023,LY__T__2023,,23,,,,1.0,,11.0,,,,n,Half,,Heerup,450.0,
SP__LY__T__2023__024,LY__T__2023,,24,,,,1.0,,2.0,,,,n,Half,,Sheriff,300.0,
SP__LY__T__2023__024,LY__T__2023,,24,,,,1.0,,12.0,,,,n,Half,,Sheriff,300.0,
SP__LY__T__2023__024,LY__T__2023,,24,,,,1.0,,2.0,5.0,12.0,,,Half,Half,Sheriff,300.0,
SP__LY__T__2023__025,LY__T__2023,,25,,,,1.0,,3.0,,,,n,Zero,,Rembrandt,300.0,
SP__LY__T__2023__025,LY__T__2023,,25,,,,1.0,,1.0,,,,n,Zero,,Rembrandt,300.0,
SP__LY__T__2023__025,LY__T__2023,,25,,,,1.0,,3.0,4.0,1.0,,,Zero,Zero,Rembrandt,300.0,
SP__LY__T__2023__026,LY__T__2023,,26,,,,1.0,,3.0,,,,n,Zero,,Sheriff,300.0,
SP__LY__T__2023__026,LY__T__2023,,26,,,,1.0,,2.0,,,,n,Zero,,Sheriff,300.0,
SP__LY__T__2023__026,LY__T__2023,,26,,,,1.0,,3.0,4.0,2.0,,,Zero,Zero,Sheriff,300.0,
SP__LY__T__2023__027,LY__T__2023,,27,,,,1.0,,3.0,,,,n,Zero,,Rembrandt,150.0,
SP__LY__T__2023__028,LY__T__2023,,28,,,,1.0,,3.0,,,,n,Zero,,Kvium,300.0,
SP__LY__T__2023__028,LY__T__2023,,28,,,,1.0,,4.0,,,,n,Zero,,Kvium,300.0,
SP__LY__T__2023__028,LY__T__2023,,28,,,,1.0,,3.0,4.0,4.0,,,Zero,Zero,Kvium,300.0,
SP__LY__T__2023__029,LY__T__2023,,29,,,,1.0,,5.0,,,,n,Zero,,Sheriff,450.0,
SP__LY__T__2023__030,LY__T__2023,,30,,,,1.0,,6.0,,,,n,Zero,,Kvium,150.0,
SP__LY__T__2023__031,LY__T__2023,,31,,,,1.0,,7.0,,,,n,Zero,,Sheriff,150.0,
SP__LY__T__2023__032,LY__T__2023,,32,,,,1.0,,8.0,,,,n,Zero,,Heerup,150.0,
SP__LY__T__2023__033,LY__T__2023,,33,,,,1.0,,9.0,,,,n,Zero,,Heerup,450.0,
SP__LY__T__2023__034,LY__T__2023,,34,,,,1.0,,10.0,,,,n,Zero,,Rembrandt,450.0,
SP__LY__T__2023__035,LY__T__2023,,35,,,,1.0,,3.0,,,,n,Zero,,Heerup,300.0,
SP__LY__T__2023__035,LY__T__2023,,35,,,,1.0,,11.0,,,,n,Zero,,Heerup,300.0,
SP__LY__T__2023__035,LY__T__2023,,35,,,,1.0,,3.0,4.0,11.0,,,Zero,Zero,Heerup,300.0,
SP__LY__T__2023__036,LY__T__2023,,36,,,,1.0,,12.0,,,,n,Zero,,Kvium,450.0,
SP__LY__T__2023__037,LY__T__2023,,37,,,,2.0,,4.0,,,,n,Half,,Heerup,300.0,
SP__LY__T__2023__037,LY__T__2023,,37,,,,2.0,,1.0,,,,n,Half,,Heerup,300.0,
SP__LY__T__2023__037,LY__T__2023,,37,,,,2.0,,4.0,3.0,1.0,,,Half,Half,Heerup,300.0,
SP__LY__T__2023__038,LY__T__2023,,38,,,,2.0,,4.0,,,,n,Half,,Sheriff,300.0,
SP__LY__T__2023__038,LY__T__2023,,38,,,,2.0,,2.0,,,,n,Half,,Sheriff,300.0,
SP__LY__T__2023__038,LY__T__2023,,38,,,,2.0,,4.0,3.0,2.0,,,Half,Half,Sheriff,300.0,
SP__LY__T__2023__039,LY__T__2023,,39,,,,2.0,,3.0,,,,n,Half,,Kvium,450.0,
SP__LY__T__2023__040,LY__T__2023,,40,,,,2.0,,4.0,,,,n,Half,,Sheriff,450.0,
SP__LY__T__2023__041,LY__T__2023,,41,,,,2.0,,4.0,,,,n,Half,,Rembrandt,300.0,
SP__LY__T__2023__041,LY__T__2023,,41,,,,2.0,,5.0,,,,n,Half,,Rembrandt,300.0,
SP__LY__T__2023__041,LY__T__2023,,41,,,,2.0,,4.0,3.0,5.0,,,Half,Half,Rembrandt,300.0,
SP__LY__T__2023__042,LY__T__2023,,42,,,,2.0,,6.0,,,,n,Half,,Heerup,150.0,
SP__LY__T__2023__043,LY__T__2023,,43,,,,2.0,,7.0,,,,n,Half,,Heerup,450.0,
SP__LY__T__2023__044,LY__T__2023,,44,,,,2.0,,4.0,,,,n,Half,,Kvium,300.0,
SP__LY__T__2023__044,LY__T__2023,,44,,,,2.0,,8.0,,,,n,Half,,Kvium,300.0,
SP__LY__T__2023__044,LY__T__2023,,44,,,,2.0,,4.0,3.0,8.0,,,Half,Half,Kvium,300.0,
SP__LY__T__2023__045,LY__T__2023,,45,,,,2.0,,9.0,,,,n,Half,,Rembrandt,450.0,
SP__LY__T__2023__046,LY__T__2023,,46,,,,2.0,,10.0,,,,n,Half,,Kvium,150.0,
SP__LY__T__2023__047,LY__T__2023,,47,,,,2.0,,11.0,,,,n,Half,,Rembrandt,150.0,
SP__LY__T__2023__048,LY__T__2023,,48,,,,2.0,,12.0,,,,n,Half,,Sheriff,150.0,
SP__LY__T__2023__049,LY__T__2023,,49,,,,2.0,,1.0,,,,n,Zero,,Sheriff,450.0,
SP__LY__T__2023__050,LY__T__2023,,50,,,,2.0,,2.0,,,,n,Zero,,Kvium,450.0,
SP__LY__T__2023__051,LY__T__2023,,51,,,,2.0,,5.0,,,,n,Zero,,Heerup,300.0,
SP__LY__T__2023__051,LY__T__2023,,51,,,,2.0,,3.0,,,,n,Zero,,Heerup,300.0,
SP__LY__T__2023__051,LY__T__2023,,51,,,,2.0,,5.0,2.0,3.0,,,Zero,Zero,Heerup,300.0,
SP__LY__T__2023__052,LY__T__2023,,52,,,,2.0,,4.0,,,,n,Zero,,Heerup,450.0,
SP__LY__T__2023__053,LY__T__2023,,53,,,,2.0,,5.0,,,,n,Zero,,Sheriff,300.0,
SP__LY__T__2023__053,LY__T__2023,,53,,,,2.0,,5.0,2.0,5.0,,,Zero,Zero,Sheriff,300.0,
SP__LY__T__2023__054,LY__T__2023,,54,,,,2.0,,6.0,,,,n,Zero,,Sheriff,150.0,
SP__LY__T__2023__055,LY__T__2023,,55,,,,2.0,,5.0,,,,n,Zero,,Rembrandt,300.0,
SP__LY__T__2023__055,LY__T__2023,,55,,,,2.0,,7.0,,,,n,Zero,,Rembrandt,300.0,
SP__LY__T__2023__055,LY__T__2023,,55,,,,2.0,,5.0,2.0,7.0,,,Zero,Zero,Rembrandt,300.0,
SP__LY__T__2023__056,LY__T__2023,,56,,,,2.0,,8.0,,,,n,Zero,,Heerup,150.0,
SP__LY__T__2023__057,LY__T__2023,,57,,,,2.0,,9.0,,,,n,Zero,,Rembrandt,150.0,
SP__LY__T__2023__058,LY__T__2023,,58,,,,2.0,,10.0,,,,n,Zero,,Kvium,150.0,
SP__LY__T__2023__059,LY__T__2023,,59,,,,2.0,,5.0,,,,n,Zero,,Kvium,300.0,
SP__LY__T__2023__059,LY__T__2023,,59,,,,2.0,,11.0,,,,n,Zero,,Kvium,300.0,
SP__LY__T__2023__059,LY__T__2023,,59,,,,2.0,,5.0,2.0,11.0,,,Zero,Zero,Kvium,300.0,
SP__LY__T__2023__060,LY__T__2023,,60,,,,2.0,,12.0,,,,n,Zero,,Rembrandt,450.0,
SP__LY__T__2023__061,LY__T__2023,,61,,,,2.0,,6.0,,,,n,Normal,,Heerup,300.0,
SP__LY__T__2023__061,LY__T__2023,,61,,,,2.0,,1.0,,,,n,Normal,,Heerup,300.0,
SP__LY__T__2023__061,LY__T__2023,,61,,,,2.0,,6.0,1.0,1.0,,,Normal,Normal,Heerup,300.0,
SP__LY__T__2023__062,LY__T__2023,,62,,,,2.0,,2.0,,,,n,Normal,,Kvium,150.0,
SP__LY__T__2023__063,LY__T__2023,,63,,,,2.0,,3.0,,,,n,Normal,,Sheriff,150.0,
SP__LY__T__2023__064,LY__T__2023,,64,,,,2.0,,4.0,,,,n,Normal,,Heerup,450.0,
SP__LY__T__2023__065,LY__T__2023,,65,,,,2.0,,5.0,,,,n,Normal,,Rembrandt,450.0,
SP__LY__T__2023__066,LY__T__2023,,66,,,,2.0,,6.0,,,,n,Normal,,Kvium,300.0,
SP__LY__T__2023__066,LY__T__2023,,66,,,,2.0,,6.0,1.0,6.0,,,Normal,Normal,Kvium,300.0,
SP__LY__T__2023__067,LY__T__2023,,67,,,,2.0,,7.0,,,,n,Normal,,Rembrandt,150.0,
SP__LY__T__2023__068,LY__T__2023,,68,,,,2.0,,6.0,,,,n,Normal,,Sheriff,300.0,
SP__LY__T__2023__068,LY__T__2023,,68,,,,2.0,,8.0,,,,n,Normal,,Sheriff,300.0,
SP__LY__T__2023__068,LY__T__2023,,68,,,,2.0,,6.0,1.0,8.0,,,Normal,Normal,Sheriff,300.0,
SP__LY__T__2023__069,LY__T__2023,,69,,,,2.0,,9.0,,,,n,Normal,,Heerup,150.0,
SP__LY__T__2023__070,LY__T__2023,,70,,,,2.0,,10.0,,,,n,Normal,,Kvium,450.0,
SP__LY__T__2023__071,LY__T__2023,,71,,,,2.0,,11.0,,,,n,Normal,,Sheriff,450.0,
SP__LY__T__2023__072,LY__T__2023,,72,,,,2.0,,6.0,,,,n,Normal,,Rembrandt,300.0,
SP__LY__T__2023__072,LY__T__2023,,72,,,,2.0,,12.0,,,,n,Normal,,Rembrandt,300.0,
SP__LY__T__2023__072,LY__T__2023,,72,,,,2.0,,6.0,1.0,12.0,,,Normal,Normal,Rembrandt,300.0,
SP__LY__T__2023__073,LY__T__2023,,73,,,,3.0,,1.0,,,,n,Half,,Kvium,150.0,
SP__LY__T__2023__074,LY__T__2023,,74,,,,3.0,,2.0,,,,n,Half,,Heerup,450.0,
SP__LY__T__2023__075,LY__T__2023,,75,,,,3.0,,7.0,,,,n,Half,,Sheriff,300.0,
SP__LY__T__2023__075,LY__T__2023,,75,,,,3.0,,3.0,,,,n,Half,,Sheriff,300.0,
SP__LY__T__2023__075,LY__T__2023,,75,,,,3.0,,7.0,6.0,15.0,,,Half,Half,Sheriff,300.0,
SP__LY__T__2023__076,LY__T__2023,,76,,,,3.0,,4.0,,,,n,Half,,Heerup,150.0,
SP__LY__T__2023__077,LY__T__2023,,77,,,,3.0,,5.0,,,,n,Half,,Rembrandt,450.0,
SP__LY__T__2023__078,LY__T__2023,,78,,,,3.0,,6.0,,,,n,Half,,Rembrandt,150.0,
SP__LY__T__2023__079,LY__T__2023,,79,,,,3.0,,7.0,,,,n,Half,,Sheriff,450.0,
SP__LY__T__2023__080,LY__T__2023,,80,,,,3.0,,7.0,,,,n,Half,,Heerup,300.0,
SP__LY__T__2023__080,LY__T__2023,,80,,,,3.0,,8.0,,,,n,Half,,Heerup,300.0,
SP__LY__T__2023__080,LY__T__2023,,80,,,,3.0,,7.0,6.0,20.0,,,Half,Half,Heerup,300.0,
SP__LY__T__2023__081,LY__T__2023,,81,,,,3.0,,7.0,,,,n,Half,,Kvium,300.0,
SP__LY__T__2023__081,LY__T__2023,,81,,,,3.0,,9.0,,,,n,Half,,Kvium,300.0,
SP__LY__T__2023__081,LY__T__2023,,81,,,,3.0,,7.0,6.0,21.0,,,Half,Half,Kvium,300.0,
SP__LY__T__2023__082,LY__T__2023,,82,,,,3.0,,7.0,,,,n,Half,,Rembrandt,300.0,
SP__LY__T__2023__082,LY__T__2023,,82,,,,3.0,,10.0,,,,n,Half,,Rembrandt,300.0,
SP__LY__T__2023__082,LY__T__2023,,82,,,,3.0,,7.0,6.0,22.0,,,Half,Half,Rembrandt,300.0,
SP__LY__T__2023__083,LY__T__2023,,83,,,,3.0,,11.0,,,,n,Half,,Sheriff,150.0,
SP__LY__T__2023__084,LY__T__2023,,84,,,,3.0,,12.0,,,,n,Half,,Kvium,450.0,
SP__LY__T__2023__085,LY__T__2023,,85,,,,3.0,,1.0,,,,n,Zero,,Rembrandt,150.0,
SP__LY__T__2023__086,LY__T__2023,,86,,,,3.0,,2.0,,,,n,Zero,,Heerup,450.0,
SP__LY__T__2023__087,LY__T__2023,,87,,,,3.0,,8.0,,,,n,Zero,,Kvium,300.0,
SP__LY__T__2023__087,LY__T__2023,,87,,,,3.0,,3.0,,,,n,Zero,,Kvium,300.0,
SP__LY__T__2023__087,LY__T__2023,,87,,,,3.0,,8.0,5.0,15.0,,,Zero,Zero,Kvium,300.0,
SP__LY__T__2023__088,LY__T__2023,,88,,,,3.0,,8.0,,,,n,Zero,,Rembrandt,300.0,
SP__LY__T__2023__088,LY__T__2023,,88,,,,3.0,,4.0,,,,n,Zero,,Rembrandt,300.0,
SP__LY__T__2023__088,LY__T__2023,,88,,,,3.0,,8.0,5.0,16.0,,,Zero,Zero,Rembrandt,300.0,
SP__LY__T__2023__089,LY__T__2023,,89,,,,3.0,,8.0,,,,n,Zero,,Sheriff,300.0,
SP__LY__T__2023__089,LY__T__2023,,89,,,,3.0,,5.0,,,,n,Zero,,Sheriff,300.0,
SP__LY__T__2023__089,LY__T__2023,,89,,,,3.0,,8.0,5.0,17.0,,,Zero,Zero,Sheriff,300.0,
SP__LY__T__2023__090,LY__T__2023,,90,,,,3.0,,6.0,,,,n,Zero,,Kvium,450.0,
SP__LY__T__2023__091,LY__T__2023,,91,,,,3.0,,8.0,,,,n,Zero,,Heerup,300.0,
SP__LY__T__2023__091,LY__T__2023,,91,,,,3.0,,7.0,,,,n,Zero,,Heerup,300.0,
SP__LY__T__2023__091,LY__T__2023,,91,,,,3.0,,8.0,5.0,19.0,,,Zero,Zero,Heerup,300.0,
SP__LY__T__2023__092,LY__T__2023,,92,,,,3.0,,8.0,,,,n,Zero,,Rembrandt,450.0,
SP__LY__T__2023__093,LY__T__2023,,93,,,,3.0,,9.0,,,,n,Zero,,Heerup,150.0,
SP__LY__T__2023__094,LY__T__2023,,94,,,,3.0,,10.0,,,,n,Zero,,Kvium,150.0,
SP__LY__T__2023__095,LY__T__2023,,95,,,,3.0,,11.0,,,,n,Zero,,Sheriff,150.0,
SP__LY__T__2023__096,LY__T__2023,,96,,,,3.0,,12.0,,,,n,Zero,,Sheriff,450.0,
SP__LY__T__2023__097,LY__T__2023,,97,,,,3.0,,1.0,,,,n,Normal,,Heerup,150.0,
SP__LY__T__2023__098,LY__T__2023,,98,,,,3.0,,9.0,,,,n,Normal,,Rembrandt,300.0,
SP__LY__T__2023__098,LY__T__2023,,98,,,,3.0,,2.0,,,,n,Normal,,Rembrandt,300.0,
SP__LY__T__2023__098,LY__T__2023,,98,,,,3.0,,9.0,4.0,14.0,,,Normal,Normal,Rembrandt,300.0,
SP__LY__T__2023__099,LY__T__2023,,99,,,,3.0,,3.0,,,,n,Normal,,Kvium,150.0,
SP__LY__T__2023__100,LY__T__2023,,100,,,,3.0,,9.0,,,,n,Normal,,Heerup,300.0,
SP__LY__T__2023__100,LY__T__2023,,100,,,,3.0,,4.0,,,,n,Normal,,Heerup,300.0,
SP__LY__T__2023__100,LY__T__2023,,100,,,,3.0,,9.0,4.0,16.0,,,Normal,Normal,Heerup,300.0,
SP__LY__T__2023__101,LY__T__2023,,101,,,,3.0,,5.0,,,,n,Normal,,Rembrandt,450.0,
SP__LY__T__2023__102,LY__T__2023,,102,,,,3.0,,6.0,,,,n,Normal,,Heerup,450.0,
SP__LY__T__2023__103,LY__T__2023,,103,,,,3.0,,7.0,,,,n,Normal,,Rembrandt,150.0,
SP__LY__T__2023__104,LY__T__2023,,104,,,,3.0,,9.0,,,,n,Normal,,Kvium,300.0,
SP__LY__T__2023__104,LY__T__2023,,104,,,,3.0,,8.0,,,,n,Normal,,Kvium,300.0,
SP__LY__T__2023__104,LY__T__2023,,104,,,,3.0,,9.0,4.0,20.0,,,Normal,Normal,Kvium,300.0,
SP__LY__T__2023__105,LY__T__2023,,105,,,,3.0,,9.0,,,,n,Normal,,Sheriff,150.0,
SP__LY__T__2023__106,LY__T__2023,,106,,,,3.0,,10.0,,,,n,Normal,,Kvium,450.0,
SP__LY__T__2023__107,LY__T__2023,,107,,,,3.0,,9.0,,,,n,Normal,,Sheriff,300.0,
SP__LY__T__2023__107,LY__T__2023,,107,,,,3.0,,11.0,,,,n,Normal,,Sheriff,300.0,
SP__LY__T__2023__107,LY__T__2023,,107,,,,3.0,,9.0,4.0,23.0,,,Normal,Normal,Sheriff,300.0,
SP__LY__T__2023__108,LY__T__2023,,108,,,,3.0,,12.0,,,,n,Normal,,Sheriff,450.0,
SP__LY__T__2023__UNKNOWN,LY__T__2023,,,,,,,,,,,,,,,,,
SP__LY__T__2023__UNKNOWN,LY__T__2023,,,,,,,,,,,,,,,,300.0,
SP__LY__T__2023__UNKNOWN,LY__T__2023,,,,,,,,,,,,,Normal,Normal,Heerup,300.0,
SP__LY__T__2023__UNKNOWN,LY__T__2023,,,,,,,,,,,,,Normal,Normal,Sheriff,300.0,
