run_ID,seq_sample_ID,forward_fq,reverse_fq
seq260612_DR8PG,T-130623-16S-c-88C-1,DR8PG2-T-130623-16S-c-88C-1_S107_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-88C-1_S107_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-89C-1,DR8PG2-T-130623-16S-c-89C-1_S108_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-89C-1_S108_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-91C-1,DR8PG2-T-130623-16S-c-91C-1_S109_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-91C-1_S109_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-98C-1,DR8PG2-T-130623-16S-c-98C-1_S110_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-98C-1_S110_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-10C-1,DR8PG2-T-130623-ITS-c-10C-1_S79_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-10C-1_S79_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-17C-1,DR8PG2-T-130623-ITS-c-17C-1_S80_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-17C-1_S80_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-18C-1,DR8PG2-T-130623-ITS-c-18C-1_S81_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-18C-1_S81_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-22C-1,DR8PG2-T-130623-ITS-c-22C-1_S82_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-22C-1_S82_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-24C-1,DR8PG2-T-130623-ITS-c-24C-1_S83_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-24C-1_S83_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-25C-1,DR8PG2-T-130623-ITS-c-25C-1_S84_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-25C-1_S84_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-26C-1,DR8PG2-T-130623-ITS-c-26C-1_S85_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-26C-1_S85_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-28C-1,DR8PG2-T-130623-ITS-c-28C-1_S86_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-28C-1_S86_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-35C-1,DR8PG2-T-130623-ITS-c-35C-1_S87_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-35C-1_S87_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-37C-1,DR8PG2-T-130623-ITS-c-37C-1_S88_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-37C-1_S88_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-38C-1,DR8PG2-T-130623-ITS-c-38C-1_S89_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-38C-1_S89_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-3C-1,DR8PG2-T-130623-ITS-c-3C-1_S76_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-3C-1_S76_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-41C-1,DR8PG2-T-130623-ITS-c-41C-1_S90_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-41C-1_S90_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-44C-1,DR8PG2-T-130623-ITS-c-44C-1_S91_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-44C-1_S91_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-51C-1,DR8PG2-T-130623-ITS-c-51C-1_S92_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-51C-1_S92_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-5C-1,DR8PG2-T-130623-ITS-c-5C-1_S77_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-5C-1_S77_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-ITS-c-9C-1,DR8PG2-T-130623-ITS-c-9C-1_S78_L001_R1_001.fastq.gz,DR8PG2-T-130623-ITS-c-9C-1_S78_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-100G-1,DR8PG2-T-180723-16S-c-100G-1_S252_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-100G-1_S252_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-107G-1,DR8PG2-T-180723-16S-c-107G-1_S253_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-107G-1_S253_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-10G-1,DR8PG2-T-180723-16S-c-10G-1_S222_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-10G-1_S222_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-17G-1,DR8PG2-T-180723-16S-c-17G-1_S223_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-17G-1_S223_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-18G-1,DR8PG2-T-180723-16S-c-18G-1_S224_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-18G-1_S224_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-22G-1,DR8PG2-T-180723-16S-c-22G-1_S225_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-22G-1_S225_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-24G-1,DR8PG2-T-180723-16S-c-24G-1_S226_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-24G-1_S226_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-25G-1,DR8PG2-T-180723-16S-c-25G-1_S227_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-25G-1_S227_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-26G-1,DR8PG2-T-180723-16S-c-26G-1_S228_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-26G-1_S228_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-28G-1,DR8PG2-T-180723-16S-c-28G-1_S229_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-28G-1_S229_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-35G-1,DR8PG2-T-180723-16S-c-35G-1_S230_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-35G-1_S230_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-37G-1,DR8PG2-T-180723-16S-c-37G-1_S231_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-37G-1_S231_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-38G-1,DR8PG2-T-180723-16S-c-38G-1_S232_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-38G-1_S232_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-3G-1,DR8PG2-T-180723-16S-c-3G-1_S219_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-3G-1_S219_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-41G-1,DR8PG2-T-180723-16S-c-41G-1_S233_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-41G-1_S233_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-44G-1,DR8PG2-T-180723-16S-c-44G-1_S234_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-44G-1_S234_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-51G-1,DR8PG2-T-180723-16S-c-51G-1_S235_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-51G-1_S235_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-53G-1,DR8PG2-T-180723-16S-c-53G-1_S236_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-53G-1_S236_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-55G-1,DR8PG2-T-180723-16S-c-55G-1_S237_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-55G-1_S237_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-59G-1,DR8PG2-T-180723-16S-c-59G-1_S238_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-59G-1_S238_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-5G-1,DR8PG2-T-180723-16S-c-5G-1_S220_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-5G-1_S220_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-61G-1,DR8PG2-T-180723-16S-c-61G-1_S239_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-61G-1_S239_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-66G-1,DR8PG2-T-180723-16S-c-66G-1_S240_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-66G-1_S240_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-68G-1,DR8PG2-T-180723-16S-c-68G-1_S241_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-68G-1_S241_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-72G-1,DR8PG2-T-180723-16S-c-72G-1_S242_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-72G-1_S242_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-75G-1,DR8PG2-T-180723-16S-c-75G-1_S243_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-75G-1_S243_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-80G-1,DR8PG2-T-180723-16S-c-80G-1_S244_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-80G-1_S244_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-81G-1,DR8PG2-T-180723-16S-c-81G-1_S245_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-81G-1_S245_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-82G-1,DR8PG2-T-180723-16S-c-82G-1_S246_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-82G-1_S246_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-87G-1,DR8PG2-T-180723-16S-c-87G-1_S247_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-87G-1_S247_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-88G-1,DR8PG2-T-180723-16S-c-88G-1_S248_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-88G-1_S248_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-89G-1,DR8PG2-T-180723-16S-c-89G-1_S249_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-89G-1_S249_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-91G-1,DR8PG2-T-180723-16S-c-91G-1_S250_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-91G-1_S250_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-98G-1,DR8PG2-T-180723-16S-c-98G-1_S251_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-98G-1_S251_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-9G-1,DR8PG2-T-180723-16S-c-9G-1_S221_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-9G-1_S221_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-P4-neg,DR8PG2-T-180723-16S-c-P4-neg_S254_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-P4-neg_S254_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-c-P4-pos,DR8PG2-T-180723-16S-c-P4-pos_S255_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-c-P4-pos_S255_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-100H,DR8PG2-T-180723-16S-s-100H_S292_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-100H_S292_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-104H,DR8PG2-T-180723-16S-s-104H_S293_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-104H_S293_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-107H,DR8PG2-T-180723-16S-s-107H_S294_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-107H_S294_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-61H,DR8PG2-T-180723-16S-s-61H_S279_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-61H_S279_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-66H,DR8PG2-T-180723-16S-s-66H_S280_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-66H_S280_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-68H,DR8PG2-T-180723-16S-s-68H_S281_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-68H_S281_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-72H,DR8PG2-T-180723-16S-s-72H_S282_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-72H_S282_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-75H,DR8PG2-T-180723-16S-s-75H_S283_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-75H_S283_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-80H,DR8PG2-T-180723-16S-s-80H_S284_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-80H_S284_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-81H,DR8PG2-T-180723-16S-s-81H_S285_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-81H_S285_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-82H,DR8PG2-T-180723-16S-s-82H_S286_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-82H_S286_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-87H,DR8PG2-T-180723-16S-s-87H_S287_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-87H_S287_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-88H,DR8PG2-T-180723-16S-s-88H_S288_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-88H_S288_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-89H,DR8PG2-T-180723-16S-s-89H_S289_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-89H_S289_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-91H,DR8PG2-T-180723-16S-s-91H_S290_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-91H_S290_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-16S-s-98H,DR8PG2-T-180723-16S-s-98H_S291_L001_R1_001.fastq.gz,DR8PG2-T-180723-16S-s-98H_S291_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-100H,DR8PG2-T-180723-ITS-s-100H_S269_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-100H_S269_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-104H,DR8PG2-T-180723-ITS-s-104H_S270_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-104H_S270_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-107H,DR8PG2-T-180723-ITS-s-107H_S271_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-107H_S271_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-22H,DR8PG2-T-180723-ITS-s-22H_S274_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-22H_S274_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-24H,DR8PG2-T-180723-ITS-s-24H_S275_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-24H_S275_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-59H,DR8PG2-T-180723-ITS-s-59H_S276_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-59H_S276_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-61H,DR8PG2-T-180723-ITS-s-61H_S256_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-61H_S256_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-66H,DR8PG2-T-180723-ITS-s-66H_S257_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-66H_S257_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-68H,DR8PG2-T-180723-ITS-s-68H_S258_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-68H_S258_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-72H,DR8PG2-T-180723-ITS-s-72H_S259_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-72H_S259_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-75H,DR8PG2-T-180723-ITS-s-75H_S260_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-75H_S260_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-80H,DR8PG2-T-180723-ITS-s-80H_S261_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-80H_S261_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-81H,DR8PG2-T-180723-ITS-s-81H_S262_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-81H_S262_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-82H,DR8PG2-T-180723-ITS-s-82H_S263_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-82H_S263_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-87H,DR8PG2-T-180723-ITS-s-87H_S264_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-87H_S264_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-88H,DR8PG2-T-180723-ITS-s-88H_S265_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-88H_S265_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-89H,DR8PG2-T-180723-ITS-s-89H_S266_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-89H_S266_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-91H,DR8PG2-T-180723-ITS-s-91H_S267_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-91H_S267_L001_R2_001.fastq.gz
seq260612_DR8PG,T-180723-ITS-s-98H,DR8PG2-T-180723-ITS-s-98H_S268_L001_R1_001.fastq.gz,DR8PG2-T-180723-ITS-s-98H_S268_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-100D-1,DR8PG2-T-200623-16S-c-100D-1_S145_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-100D-1_S145_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-104D-1,DR8PG2-T-200623-16S-c-104D-1_S146_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-104D-1_S146_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-107D-1,DR8PG2-T-200623-16S-c-107D-1_S147_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-107D-1_S147_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-10D-1,DR8PG2-T-200623-16S-c-10D-1_S117_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-10D-1_S117_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-17D-1,DR8PG2-T-200623-16S-c-17D-1_S118_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-17D-1_S118_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-18D-1,DR8PG2-T-200623-16S-c-18D-1_S119_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-18D-1_S119_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-22D-1,DR8PG2-T-200623-16S-c-22D-1_S120_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-22D-1_S120_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-25D-1,DR8PG2-T-200623-16S-c-25D-1_S121_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-25D-1_S121_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-26D-1,DR8PG2-T-200623-16S-c-26D-1_S122_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-26D-1_S122_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-28D-1,DR8PG2-T-200623-16S-c-28D-1_S123_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-28D-1_S123_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-35D-1,DR8PG2-T-200623-16S-c-35D-1_S124_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-35D-1_S124_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-37D-1,DR8PG2-T-200623-16S-c-37D-1_S125_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-37D-1_S125_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-38D-1,DR8PG2-T-200623-16S-c-38D-1_S126_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-38D-1_S126_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-3D-1,DR8PG2-T-200623-16S-c-3D-1_S114_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-3D-1_S114_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-41D-1,DR8PG2-T-200623-16S-c-41D-1_S127_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-41D-1_S127_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-44D-1,DR8PG2-T-200623-16S-c-44D-1_S128_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-44D-1_S128_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-51D-1,DR8PG2-T-200623-16S-c-51D-1_S129_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-51D-1_S129_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-55D-1,DR8PG2-T-200623-16S-c-55D-1_S130_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-55D-1_S130_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-59D-1,DR8PG2-T-200623-16S-c-59D-1_S131_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-59D-1_S131_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-5D-1,DR8PG2-T-200623-16S-c-5D-1_S115_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-5D-1_S115_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-61D-1,DR8PG2-T-200623-16S-c-61D-1_S132_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-61D-1_S132_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-66D-1,DR8PG2-T-200623-16S-c-66D-1_S133_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-66D-1_S133_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-68D-1,DR8PG2-T-200623-16S-c-68D-1_S134_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-68D-1_S134_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-72D-1,DR8PG2-T-200623-16S-c-72D-1_S135_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-72D-1_S135_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-75D-1,DR8PG2-T-200623-16S-c-75D-1_S136_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-75D-1_S136_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-80D-1,DR8PG2-T-200623-16S-c-80D-1_S137_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-80D-1_S137_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-81D-1,DR8PG2-T-200623-16S-c-81D-1_S138_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-81D-1_S138_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-82D-1,DR8PG2-T-200623-16S-c-82D-1_S139_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-82D-1_S139_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-87D-1,DR8PG2-T-200623-16S-c-87D-1_S140_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-87D-1_S140_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-88D-1,DR8PG2-T-200623-16S-c-88D-1_S141_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-88D-1_S141_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-89D-1,DR8PG2-T-200623-16S-c-89D-1_S142_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-89D-1_S142_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-91D-1,DR8PG2-T-200623-16S-c-91D-1_S143_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-91D-1_S143_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-98D-1,DR8PG2-T-200623-16S-c-98D-1_S144_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-98D-1_S144_L001_R2_001.fastq.gz
seq260612_DR8PG,T-200623-16S-c-9D-1,DR8PG2-T-200623-16S-c-9D-1_S116_L001_R1_001.fastq.gz,DR8PG2-T-200623-16S-c-9D-1_S116_L001_R2_001.fastq.gz
seq260612_DR8PG,T-2023-16S-c-P3-neg,DR8PG2-T-2023-16S-c-P3-neg_S185_L001_R1_001.fastq.gz,DR8PG2-T-2023-16S-c-P3-neg_S185_L001_R2_001.fastq.gz
seq260612_DR8PG,T-2023-16S-c-P3-pos,DR8PG2-T-2023-16S-c-P3-pos_S186_L001_R1_001.fastq.gz,DR8PG2-T-2023-16S-c-P3-pos_S186_L001_R2_001.fastq.gz
seq260612_DR8PG,T-2023-16S-s-P2-neg,DR8PG2-T-2023-16S-s-P2-neg_S295_L001_R1_001.fastq.gz,DR8PG2-T-2023-16S-s-P2-neg_S295_L001_R2_001.fastq.gz
seq260612_DR8PG,T-2023-16S-s-P2-pos,DR8PG2-T-2023-16S-s-P2-pos_S296_L001_R1_001.fastq.gz,DR8PG2-T-2023-16S-s-P2-pos_S296_L001_R2_001.fastq.gz
seq260612_DR8PG,T-2023-ITS-c-P2-neg,DR8PG2-T-2023-ITS-c-P2-neg_S93_L001_R1_001.fastq.gz,DR8PG2-T-2023-ITS-c-P2-neg_S93_L001_R2_001.fastq.gz
